days_ahead,n_forecasts,rmse,sample
468,15,0.4986063911878121,Starting in 2001
469,14,0.44405195963664224,Starting in 2001
470,14,0.5096024360785009,Starting in 2001
473,15,0.4671883988285662,Starting in 2001
474,16,0.46273136105088003,Starting in 2001
475,14,0.4305996649192521,Starting in 2001
476,15,0.48259886724552786,Starting in 2001
477,15,0.49729099462320103,Starting in 2001
480,15,0.49762268169099083,Starting in 2001
481,14,0.5170469030948741,Starting in 2001
482,15,0.5106286974570331,Starting in 2001
483,15,0.518714757839026,Starting in 2001
484,15,0.5200817243472409,Starting in 2001
487,15,0.5546440299868012,Starting in 2001
488,15,0.5589931424743353,Starting in 2001
489,15,0.5351308251259684,Starting in 2001
490,15,0.4865045392045856,Starting in 2001
491,16,0.4891159116201403,Starting in 2001
494,15,0.4961367419035471,Starting in 2001
495,15,0.5191804439049422,Starting in 2001
496,15,0.5424819505445927,Starting in 2001
497,15,0.550040907569609,Starting in 2001
498,15,0.5922077338231913,Starting in 2001
501,15,0.5725061862838977,Starting in 2001
502,14,0.5294319732370855,Starting in 2001
503,16,0.5790145183844697,Starting in 2001
504,15,0.5582114294781144,Starting in 2001
505,12,0.5611520887127357,Starting in 2001
508,15,0.566937680290641,Starting in 2001
509,15,0.5068497476241516,Starting in 2001
510,14,0.5643184891024365,Starting in 2001
511,11,0.5050652523099451,Starting in 2001
512,12,0.5912997688708039,Starting in 2001
515,13,0.5677946060111738,Starting in 2001
516,13,0.5482366838678903,Starting in 2001
517,12,0.5020520391353871,Starting in 2001
518,12,0.5466831806448773,Starting in 2001
519,11,0.5736149326064404,Starting in 2001
522,10,0.5721691183557536,Starting in 2001
523,9,0.5176120383281506,Starting in 2001
524,7,0.5445017381580555,Starting in 2001
525,7,0.5732831511814827,Starting in 2001
526,7,0.5715205283152255,Starting in 2001
529,6,0.6261888692718831,Starting in 2001
530,5,0.7157932662438229,Starting in 2001
531,5,0.7364034220452804,Starting in 2001
532,3,0.790189850605536,Starting in 2001
533,3,0.7962882643867111,Starting in 2001
536,3,0.8030826026422605,Starting in 2001
537,1,1.2999999999999998,Starting in 2001
538,1,1.2199999999999998,Starting in 2001
539,1,1.0949999999999998,Starting in 2001
1,14,0.06690878652528084,Starting in 2009
4,12,0.068526150726077,Starting in 2009
5,15,0.08020806277010693,Starting in 2009
6,15,0.08035338615557344,Starting in 2009
7,14,0.08275393818855006,Starting in 2009
8,15,0.08247221754425366,Starting in 2009
11,14,0.07244456008365517,Starting in 2009
12,15,0.08653515663205077,Starting in 2009
13,15,0.08645808232895394,Starting in 2009
14,15,0.08751190395216749,Starting in 2009
15,16,0.08491723912139379,Starting in 2009
18,13,0.07855669192470986,Starting in 2009
19,16,0.08657547285461326,Starting in 2009
20,16,0.08438194415868702,Starting in 2009
21,16,0.07817248556877415,Starting in 2009
22,15,0.08308630051538811,Starting in 2009
25,13,0.07006864765796195,Starting in 2009
26,14,0.07763237542601577,Starting in 2009
27,16,0.0798827265433528,Starting in 2009
28,16,0.08225341938181155,Starting in 2009
29,14,0.08147085368400167,Starting in 2009
32,10,0.06612488185244551,Starting in 2009
33,14,0.08770893422484012,Starting in 2009
34,15,0.08460693430998092,Starting in 2009
35,16,0.0823768019529785,Starting in 2009
36,13,0.08891439270876922,Starting in 2009
39,11,0.06941312425025843,Starting in 2009
40,16,0.08377798040058104,Starting in 2009
41,15,0.08273451516749106,Starting in 2009
42,14,0.08794275735629711,Starting in 2009
43,13,0.10710347261482099,Starting in 2009
46,12,0.10051948401512512,Starting in 2009
47,15,0.11488399946612904,Starting in 2009
48,14,0.11333420868009465,Starting in 2009
49,14,0.1229692179833185,Starting in 2009
50,15,0.11568635759385672,Starting in 2009
53,14,0.11162756955929205,Starting in 2009
54,14,0.11177145048203214,Starting in 2009
55,14,0.11235307866593705,Starting in 2009
56,15,0.11039323650779932,Starting in 2009
57,16,0.11390785749894597,Starting in 2009
60,14,0.0982435021479049,Starting in 2009
61,15,0.1122497216032177,Starting in 2009
62,16,0.10970842036963148,Starting in 2009
63,16,0.10896530411098801,Starting in 2009
64,16,0.10955877418080397,Starting in 2009
67,11,0.095286648878767935,Starting in 2009
68,15,0.12064410470470763,Starting in 2009
69,15,0.11847643928928263,Starting in 2009
70,16,0.12523103648856534,Starting in 2009
71,16,0.13048587088263816,Starting in 2009
74,12,0.11289744608862243,Starting in 2009
75,15,0.12063719713808517,Starting in 2009
76,15,0.13378465283183094,Starting in 2009
77,16,0.13453624047073695,Starting in 2009
78,13,0.1350712062922034,Starting in 2009
81,11,0.10766108438479388,Starting in 2009
82,15,0.1465207607587869,Starting in 2009
83,16,0.15475282711472718,Starting in 2009
84,15,0.1643826835973538,Starting in 2009
85,14,0.17743207956044257,Starting in 2009
88,13,0.15081190526357963,Starting in 2009
89,16,0.17187386363260773,Starting in 2009
90,14,0.20609463845525272,Starting in 2009
91,15,0.17480465287476468,Starting in 2009
92,13,0.20316722933810732,Starting in 2009
95,13,0.14165233713350867,Starting in 2009
96,14,0.16899387140198124,Starting in 2009
97,14,0.16827379899607783,Starting in 2009
98,14,0.16117315444665828,Starting in 2009
99,14,0.13982131454109736,Starting in 2009
102,13,0.09140989678787201,Starting in 2009
103,15,0.14778926438231815,Starting in 2009
104,15,0.16033818426480367,Starting in 2009
105,16,0.16953981833186169,Starting in 2009
106,16,0.17135945407242645,Starting in 2009
109,13,0.11067103018892077,Starting in 2009
110,15,0.16500000000000165,Starting in 2009
111,15,0.17011760637864823,Starting in 2009
112,16,0.16425019025864113,Starting in 2009
113,15,0.15959323293924516,Starting in 2009
116,12,0.1136606792166916,Starting in 2009
117,16,0.1846406983847302,Starting in 2009
118,16,0.1914908614007495,Starting in 2009
119,15,0.19435791725576881,Starting in 2009
120,16,0.18545552027373333,Starting in 2009
123,13,0.15051194688079292,Starting in 2009
124,16,0.19795438237129534,Starting in 2009
125,15,0.226851640211541,Starting in 2009
126,16,0.21363666586052021,Starting in 2009
127,14,0.24310491562286515,Starting in 2009
130,13,0.15940996976832586,Starting in 2009
131,14,0.20272254085678004,Starting in 2009
132,16,0.18808658245606058,Starting in 2009
133,14,0.19095156453928497,Starting in 2009
134,12,0.18115946014492493,Starting in 2009
137,13,0.11421134255944551,Starting in 2009
138,15,0.17716282529545285,Starting in 2009
139,14,0.18746428231227974,Starting in 2009
140,15,0.18304826321674575,Starting in 2009
141,14,0.1989526146024293,Starting in 2009
144,13,0.12940693121372515,Starting in 2009
145,13,0.22064154710229195,Starting in 2009
146,14,0.18672936872077128,Starting in 2009
147,15,0.18259244234086247,Starting in 2009
148,15,0.18486481547336378,Starting in 2009
151,14,0.14311583719890342,Starting in 2009
152,16,0.20078751206188272,Starting in 2009
153,15,0.21156953151781338,Starting in 2009
154,16,0.20988091861815505,Starting in 2009
155,16,0.22219431248346655,Starting in 2009
158,14,0.17015224275420635,Starting in 2009
159,15,0.20586808073780397,Starting in 2009
160,14,0.21218253597181083,Starting in 2009
161,15,0.25085520391918165,Starting in 2009
162,15,0.2122223676555645,Starting in 2009
165,14,0.1539538428045431,Starting in 2009
166,16,0.24324627438051288,Starting in 2009
167,16,0.246503676443172,Starting in 2009
168,16,0.25424520644448845,Starting in 2009
169,15,0.234936161541812,Starting in 2009
172,15,0.217136669711345,Starting in 2009
173,14,0.2449161664150194,Starting in 2009
174,15,0.27424745516898924,Starting in 2009
175,14,0.24167939211159248,Starting in 2009
176,13,0.27022070751375077,Starting in 2009
179,12,0.20106487344469973,Starting in 2009
180,15,0.24103595858986143,Starting in 2009
181,15,0.24559451676832356,Starting in 2009
182,16,0.22547172771768964,Starting in 2009
183,13,0.2441114184453162,Starting in 2009
186,14,0.23933688152297591,Starting in 2009
187,15,0.28015769368934856,Starting in 2009
188,14,0.2942362995960907,Starting in 2009
189,15,0.2790997432221461,Starting in 2009
190,14,0.25410206048526773,Starting in 2009
193,15,0.223207676092617,Starting in 2009
194,13,0.21481655859396648,Starting in 2009
195,14,0.26403124815066964,Starting in 2009
196,16,0.2798269554564052,Starting in 2009
197,15,0.23178653972998733,Starting in 2009
200,15,0.21379507322044253,Starting in 2009
201,16,0.25560284133788647,Starting in 2009
202,16,0.25506126714967947,Starting in 2009
203,14,0.276705748817352,Starting in 2009
204,15,0.266886367829706,Starting in 2009
207,15,0.27350502737609605,Starting in 2009
208,14,0.26729464747994647,Starting in 2009
209,14,0.312798428932848,Starting in 2009
210,14,0.25840513595072795,Starting in 2009
211,14,0.27983094386228535,Starting in 2009
214,15,0.24635340468522146,Starting in 2009
215,15,0.23605790250134367,Starting in 2009
216,13,0.24029228996242147,Starting in 2009
217,15,0.24604538876665308,Starting in 2009
218,13,0.24381187577562788,Starting in 2009
221,14,0.2515487740266032,Starting in 2009
222,14,0.2790833208918084,Starting in 2009
223,14,0.2722656266012497,Starting in 2009
224,13,0.2751153604189732,Starting in 2009
225,14,0.27866710811084033,Starting in 2009
228,14,0.28131070773384076,Starting in 2009
229,13,0.24061219995925312,Starting in 2009
230,14,0.2907871091660425,Starting in 2009
231,16,0.2824253219879535,Starting in 2009
232,13,0.225316017389594,Starting in 2009
235,15,0.24004860618910898,Starting in 2009
236,16,0.2929057015491522,Starting in 2009
237,16,0.27287245188915776,Starting in 2009
238,16,0.2699044969984757,Starting in 2009
239,15,0.29042784531331434,Starting in 2009
242,16,0.26430332952878316,Starting in 2009
243,15,0.24738296896378004,Starting in 2009
244,15,0.3013276179398974,Starting in 2009
245,14,0.2633845640340926,Starting in 2009
246,15,0.27549349659595795,Starting in 2009
249,15,0.2497298540423233,Starting in 2009
250,15,0.2280752799698673,Starting in 2009
251,14,0.20663978319771867,Starting in 2009
252,15,0.23325951213187535,Starting in 2009
253,14,0.22216869394995342,Starting in 2009
256,14,0.21643210746757816,Starting in 2009
257,15,0.2442266706702339,Starting in 2009
258,15,0.2417540072056729,Starting in 2009
259,13,0.26941889032051686,Starting in 2009
260,16,0.24466175630858197,Starting in 2009
263,15,0.23965948065258447,Starting in 2009
264,16,0.27210407016433946,Starting in 2009
265,16,0.26945546941934545,Starting in 2009
266,16,0.2823672254352481,Starting in 2009
267,14,0.2831708217414252,Starting in 2009
270,16,0.3045257583522299,Starting in 2009
271,15,0.317700068198503,Starting in 2009
272,15,0.3239753077010666,Starting in 2009
273,15,0.3022498966087499,Starting in 2009
274,13,0.29844790809478683,Starting in 2009
277,15,0.33844004885159185,Starting in 2009
278,13,0.33842679017431887,Starting in 2009
279,15,0.3113385081654157,Starting in 2009
280,16,0.3078529478501064,Starting in 2009
281,15,0.3195569850068477,Starting in 2009
284,16,0.31224239382249225,Starting in 2009
285,15,0.32449447863818376,Starting in 2009
286,15,0.2835548153943666,Starting in 2009
287,16,0.2844347464709597,Starting in 2009
288,15,0.2974754891863648,Starting in 2009
291,15,0.28542366171476835,Starting in 2009
292,15,0.2933456436810788,Starting in 2009
293,14,0.3305055651141589,Starting in 2009
294,11,0.38120323856298666,Starting in 2009
295,14,0.3642457961322267,Starting in 2009
298,15,0.35653891793182946,Starting in 2009
299,15,0.3615268546963932,Starting in 2009
300,14,0.37326503414368506,Starting in 2009
301,15,0.38431324029581343,Starting in 2009
302,15,0.37719137494557453,Starting in 2009
305,15,0.3941531005417394,Starting in 2009
306,14,0.4097996025934061,Starting in 2009
307,14,0.4127218018402771,Starting in 2009
308,15,0.3895510236156479,Starting in 2009
309,14,0.38720841564054026,Starting in 2009
312,14,0.4355620342893599,Starting in 2009
313,14,0.4594056719595134,Starting in 2009
314,14,0.45497645150993504,Starting in 2009
315,15,0.4309234270726059,Starting in 2009
316,14,0.451973845640273,Starting in 2009
319,16,0.4262628297189423,Starting in 2009
320,14,0.4140220836070061,Starting in 2009
321,15,0.4417106896299131,Starting in 2009
322,16,0.4523048612385235,Starting in 2009
323,13,0.4333456605741676,Starting in 2009
326,15,0.4569007915656667,Starting in 2009
327,16,0.41373111739389296,Starting in 2009
328,14,0.4142570802912477,Starting in 2009
329,16,0.3792509063931164,Starting in 2009
330,15,0.32842046221269516,Starting in 2009
333,15,0.31022572427186046,Starting in 2009
334,15,0.30460630328343546,Starting in 2009
335,15,0.33038866001524236,Starting in 2009
336,14,0.3544286146139198,Starting in 2009
337,14,0.363379475008074,Starting in 2009
340,15,0.35089409608408445,Starting in 2009
341,15,0.36167895524438076,Starting in 2009
342,13,0.40079968140629135,Starting in 2009
343,13,0.4200366284394364,Starting in 2009
344,14,0.3752784680359758,Starting in 2009
347,14,0.40948355976068984,Starting in 2009
348,14,0.4216400800954023,Starting in 2009
349,13,0.4059035504989984,Starting in 2009
350,14,0.3588125256612829,Starting in 2009
351,14,0.3617911789179742,Starting in 2009
354,16,0.3890513301609451,Starting in 2009
355,15,0.42725675340868924,Starting in 2009
356,16,0.4322687242908053,Starting in 2009
357,16,0.43136773755115254,Starting in 2009
358,15,0.46142171600391774,Starting in 2009
361,15,0.44407018964723655,Starting in 2009
362,15,0.43766806295791427,Starting in 2009
363,14,0.4784648068861202,Starting in 2009
364,16,0.45680274736476756,Starting in 2009
365,15,0.464965948574015,Starting in 2009
368,15,0.4920298093950543,Starting in 2009
369,14,0.3888765871070146,Starting in 2009
370,16,0.41974880881307974,Starting in 2009
371,15,0.42800506227535695,Starting in 2009
372,15,0.39658962837337586,Starting in 2009
375,16,0.38921194418979593,Starting in 2009
376,16,0.40854352583292786,Starting in 2009
377,15,0.4107696029000513,Starting in 2009
378,13,0.3620082871979593,Starting in 2009
379,14,0.42047804427138097,Starting in 2009
382,14,0.43655714729820166,Starting in 2009
383,15,0.3982628947483479,Starting in 2009
384,13,0.394105608649801,Starting in 2009
385,14,0.4270914923727032,Starting in 2009
386,13,0.45216147558145736,Starting in 2009
389,15,0.43659859520311417,Starting in 2009
390,13,0.4630293228793974,Starting in 2009
391,14,0.4426664335914476,Starting in 2009
392,15,0.4393517952620654,Starting in 2009
393,14,0.4382778798890039,Starting in 2009
396,14,0.4608086835739352,Starting in 2009
397,14,0.47527999266597765,Starting in 2009
398,15,0.46031873015697855,Starting in 2009
399,15,0.450116651547129,Starting in 2009
400,16,0.47114886182606963,Starting in 2009
403,15,0.4733849737088546,Starting in 2009
404,15,0.48671860453448873,Starting in 2009
405,16,0.5039717253973678,Starting in 2009
406,16,0.5134838118188348,Starting in 2009
407,16,0.5381086669995199,Starting in 2009
410,16,0.5131352769981813,Starting in 2009
411,15,0.4685438435550435,Starting in 2009
412,15,0.5182583011073407,Starting in 2009
413,14,0.5317961478397001,Starting in 2009
414,14,0.5057208433795969,Starting in 2009
417,15,0.5522559792946277,Starting in 2009
418,15,0.5225418643515561,Starting in 2009
419,16,0.5109045287526831,Starting in 2009
420,14,0.46699839400152127,Starting in 2009
421,13,0.4981523554403509,Starting in 2009
424,16,0.46528385153581286,Starting in 2009
425,15,0.4571906969015598,Starting in 2009
426,14,0.451038484262389,Starting in 2009
427,15,0.49175027537697735,Starting in 2009
428,15,0.49751381890355634,Starting in 2009
431,13,0.4789993576356705,Starting in 2009
432,13,0.5005957988698606,Starting in 2009
433,15,0.4692280895257661,Starting in 2009
434,14,0.4960666717863054,Starting in 2009
435,14,0.4909302394434472,Starting in 2009
438,15,0.4848883032891867,Starting in 2009
439,15,0.4862698153631721,Starting in 2009
440,14,0.48962449168433475,Starting in 2009
441,15,0.45907878771876814,Starting in 2009
442,15,0.46153186961104536,Starting in 2009
445,14,0.49200936402238815,Starting in 2009
446,14,0.5061302768486172,Starting in 2009
447,15,0.5268601965101053,Starting in 2009
448,15,0.5517759207021152,Starting in 2009
449,16,0.5477724778591938,Starting in 2009
452,16,0.541930865055682,Starting in 2009
453,15,0.5405090193512045,Starting in 2009
454,16,0.5584590965325926,Starting in 2009
455,16,0.5693485861052083,Starting in 2009
456,14,0.5913694759985992,Starting in 2009
459,16,0.5837419699661831,Starting in 2009
460,15,0.501073846852937,Starting in 2009
461,14,0.545222759193761,Starting in 2009
462,13,0.5350916528250806,Starting in 2009
463,12,0.538545494828431,Starting in 2009
466,14,0.5223538756710546,Starting in 2009
467,15,0.5095291944530761,Starting in 2009
468,15,0.4986063911878121,Starting in 2009
469,14,0.44405195963664224,Starting in 2009
470,14,0.5096024360785009,Starting in 2009
473,15,0.4671883988285662,Starting in 2009
474,16,0.46273136105088003,Starting in 2009
475,14,0.4305996649192521,Starting in 2009
476,15,0.48259886724552786,Starting in 2009
477,15,0.49729099462320103,Starting in 2009
480,15,0.49762268169099083,Starting in 2009
481,14,0.5170469030948741,Starting in 2009
482,15,0.5106286974570331,Starting in 2009
483,15,0.518714757839026,Starting in 2009
484,15,0.5200817243472409,Starting in 2009
487,15,0.5546440299868012,Starting in 2009
488,15,0.5589931424743353,Starting in 2009
489,15,0.5351308251259684,Starting in 2009
490,15,0.4865045392045856,Starting in 2009
491,16,0.4891159116201403,Starting in 2009
494,15,0.4961367419035471,Starting in 2009
495,15,0.5191804439049422,Starting in 2009
496,15,0.5424819505445927,Starting in 2009
497,15,0.550040907569609,Starting in 2009
498,15,0.5922077338231913,Starting in 2009
501,15,0.5725061862838977,Starting in 2009
502,14,0.5294319732370855,Starting in 2009
503,16,0.5790145183844697,Starting in 2009
504,15,0.5582114294781144,Starting in 2009
505,12,0.5611520887127357,Starting in 2009
508,15,0.566937680290641,Starting in 2009
509,15,0.5068497476241516,Starting in 2009
510,14,0.5643184891024365,Starting in 2009
511,11,0.5050652523099451,Starting in 2009
512,12,0.5912997688708039,Starting in 2009
515,13,0.5677946060111738,Starting in 2009
516,13,0.5482366838678903,Starting in 2009
517,12,0.5020520391353871,Starting in 2009
518,12,0.5466831806448773,Starting in 2009
519,11,0.5736149326064404,Starting in 2009
522,10,0.5721691183557536,Starting in 2009
523,9,0.5176120383281506,Starting in 2009
524,7,0.5445017381580555,Starting in 2009
525,7,0.5732831511814827,Starting in 2009
526,7,0.5715205283152255,Starting in 2009
529,6,0.6261888692718831,Starting in 2009
530,5,0.7157932662438229,Starting in 2009
531,5,0.7364034220452804,Starting in 2009
532,3,0.790189850605536,Starting in 2009
533,3,0.7962882643867111,Starting in 2009
536,3,0.8030826026422605,Starting in 2009
537,1,1.2999999999999998,Starting in 2009
538,1,1.2199999999999998,Starting in 2009
539,1,1.0949999999999998,Starting in 2009
