"meeting_date","scrape_time","scrape_datetime_aest","move","diff_bps","bucket_rate","probability"
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","1.10%",-359,0.011,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","1.35%",-359,0.0135,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","1.60%",-358,0.016,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","1.85%",-358,0.0185,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","2.10%",-358,0.021,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","2.35%",-358,0.0235,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","2.60%",-357,0.026,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","2.85%",-357,0.0285,0.199359756055868
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","3.10%",-357,0.031,0.559020871492314
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","3.35%",-357,0.0335,0.22882228454797
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","3.60%",-356,0.036,0.0127970879038484
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","3.85%",-356,0.0385,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","4.10%",-356,0.041,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","4.35%",-356,0.0435,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","4.60%",-355,0.046,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","4.85%",-355,0.0485,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","5.10%",-355,0.051,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","5.35%",-355,0.0535,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","5.60%",-354,0.056,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","5.85%",-354,0.0585,0
2025-11-04,2025-05-06 12:00:00,"2025-05-06 22:00:00","6.10%",-354,0.061,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","0.10%",-360,0.001,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","0.35%",-360,0.0035,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","0.60%",-359,0.006,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","0.85%",-359,0.0085,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","1.10%",-359,0.011,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","1.35%",-359,0.0135,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","1.60%",-358,0.016,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","1.85%",-358,0.0185,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","2.10%",-358,0.021,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","2.35%",-358,0.0235,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","2.60%",-357,0.026,0.025300808519287
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","2.85%",-357,0.0285,0.266381939719929
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","3.10%",-357,0.031,0.511440375335399
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","3.35%",-357,0.0335,0.184877516473317
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","3.60%",-356,0.036,0.0119993599520688
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","3.85%",-356,0.0385,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","4.10%",-356,0.041,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","4.35%",-356,0.0435,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","4.60%",-355,0.046,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","4.85%",-355,0.0485,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","5.10%",-355,0.051,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","5.35%",-355,0.0535,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","5.60%",-354,0.056,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","5.85%",-354,0.0585,0
2025-11-04,2025-05-07 12:00:00,"2025-05-07 22:00:00","6.10%",-354,0.061,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","0.10%",-360,0.001,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","0.35%",-360,0.0035,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","0.60%",-359,0.006,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","0.85%",-359,0.0085,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","1.10%",-359,0.011,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","1.35%",-359,0.0135,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","1.60%",-358,0.016,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","1.85%",-358,0.0185,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","2.10%",-358,0.021,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","2.35%",-358,0.0235,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","2.60%",-357,0.026,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","2.85%",-357,0.0285,0.193008909990479
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","3.10%",-357,0.031,0.551714232799449
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","3.35%",-357,0.0335,0.240238244837959
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","3.60%",-356,0.036,0.0150386123721126
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","3.85%",-356,0.0385,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","4.10%",-356,0.041,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","4.35%",-356,0.0435,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","4.60%",-355,0.046,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","4.85%",-355,0.0485,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","5.10%",-355,0.051,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","5.35%",-355,0.0535,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","5.60%",-354,0.056,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","5.85%",-354,0.0585,0
2025-11-04,2025-05-08 12:00:00,"2025-05-08 22:00:00","6.10%",-354,0.061,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","0.10%",-360,0.001,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","0.35%",-360,0.0035,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","0.60%",-359,0.006,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","0.85%",-359,0.0085,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","1.10%",-359,0.011,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","1.35%",-359,0.0135,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","1.60%",-358,0.016,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","1.85%",-358,0.0185,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","2.10%",-358,0.021,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","2.35%",-358,0.0235,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","2.60%",-357,0.026,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","2.85%",-357,0.0285,0.121548956822382
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","3.10%",-357,0.031,0.518164676001926
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","3.35%",-357,0.0335,0.329943393562907
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","3.60%",-356,0.036,0.0303429736127857
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","3.85%",-356,0.0385,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","4.10%",-356,0.041,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","4.35%",-356,0.0435,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","4.60%",-355,0.046,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","4.85%",-355,0.0485,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","5.10%",-355,0.051,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","5.35%",-355,0.0535,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","5.60%",-354,0.056,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","5.85%",-354,0.0585,0
2025-11-04,2025-05-09 12:00:00,"2025-05-09 22:00:00","6.10%",-354,0.061,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","0.10%",-360,0.001,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","0.35%",-360,0.0035,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","0.60%",-359,0.006,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","0.85%",-359,0.0085,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","1.10%",-359,0.011,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","1.35%",-359,0.0135,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","1.60%",-358,0.016,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","1.85%",-358,0.0185,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","2.10%",-358,0.021,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","2.35%",-358,0.0235,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","2.60%",-357,0.026,0.0163918774352285
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","2.85%",-357,0.0285,0.135933401090049
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","3.10%",-357,0.031,0.375703627539647
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","3.35%",-357,0.0335,0.350341068811105
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","3.60%",-356,0.036,0.110119910205737
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","3.85%",-356,0.0385,0.0115101149182332
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","4.10%",-356,0.041,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","4.35%",-356,0.0435,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","4.60%",-355,0.046,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","4.85%",-355,0.0485,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","5.10%",-355,0.051,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","5.35%",-355,0.0535,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","5.60%",-354,0.056,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","5.85%",-354,0.0585,0
2025-11-04,2025-05-12 12:00:00,"2025-05-12 22:00:00","6.10%",-354,0.061,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","0.10%",-360,0.001,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","0.35%",-360,0.0035,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","0.60%",-359,0.006,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","0.85%",-359,0.0085,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","1.10%",-359,0.011,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","1.35%",-359,0.0135,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","1.60%",-358,0.016,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","1.85%",-358,0.0185,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","2.10%",-358,0.021,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","2.35%",-358,0.0235,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","2.60%",-357,0.026,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","2.85%",-357,0.0285,0.0484710011796291
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","3.10%",-357,0.031,0.288196163480767
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","3.35%",-357,0.0335,0.45265086705004
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","3.60%",-356,0.036,0.189839285168855
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","3.85%",-356,0.0385,0.0208426831207079
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","4.10%",-356,0.041,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","4.35%",-356,0.0435,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","4.60%",-355,0.046,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","4.85%",-355,0.0485,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","5.10%",-355,0.051,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","5.35%",-355,0.0535,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","5.60%",-354,0.056,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","5.85%",-354,0.0585,0
2025-11-04,2025-05-13 12:00:00,"2025-05-13 22:00:00","6.10%",-354,0.061,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","0.10%",-360,0.001,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","0.35%",-360,0.0035,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","0.60%",-359,0.006,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","0.85%",-359,0.0085,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","1.10%",-359,0.011,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","1.35%",-359,0.0135,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","1.60%",-358,0.016,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","1.85%",-358,0.0185,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","2.10%",-358,0.021,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","2.35%",-358,0.0235,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","2.60%",-357,0.026,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","2.85%",-357,0.0285,0.0664848942423457
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","3.10%",-357,0.031,0.251677891793538
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","3.35%",-357,0.0335,0.38455386275715
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","3.60%",-356,0.036,0.237901286062994
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","3.85%",-356,0.0385,0.0593820651439732
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","4.10%",-356,0.041,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","4.35%",-356,0.0435,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","4.60%",-355,0.046,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","4.85%",-355,0.0485,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","5.10%",-355,0.051,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","5.35%",-355,0.0535,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","5.60%",-354,0.056,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","5.85%",-354,0.0585,0
2025-11-04,2025-05-14 12:00:00,"2025-05-14 22:00:00","6.10%",-354,0.061,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","0.10%",-360,0.001,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","0.35%",-360,0.0035,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","0.60%",-359,0.006,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","0.85%",-359,0.0085,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","1.10%",-359,0.011,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","1.35%",-359,0.0135,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","1.60%",-358,0.016,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","1.85%",-358,0.0185,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","2.10%",-358,0.021,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","2.35%",-358,0.0235,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","2.60%",-357,0.026,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","2.85%",-357,0.0285,0.0317482681217372
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","3.10%",-357,0.031,0.211287358528894
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","3.35%",-357,0.0335,0.431099480040135
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","3.60%",-356,0.036,0.272752321345642
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","3.85%",-356,0.0385,0.0531125719635913
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","4.10%",-356,0.041,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","4.35%",-356,0.0435,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","4.60%",-355,0.046,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","4.85%",-355,0.0485,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","5.10%",-355,0.051,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","5.35%",-355,0.0535,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","5.60%",-354,0.056,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","5.85%",-354,0.0585,0
2025-11-04,2025-05-15 12:00:00,"2025-05-15 22:00:00","6.10%",-354,0.061,0
2025-11-04,2025-05-16 12:00:00,"2025-05-16 22:00:00","0.10%",-360,0.001,0
2025-11-04,2025-05-16 12:00:00,"2025-05-16 22:00:00","0.35%",-360,0.0035,0
2025-11-04,2025-05-16 12:00:00,"2025-05-16 22:00:00","0.60%",-359,0.006,0
2025-11-04,2025-05-16 12:00:00,"2025-05-16 22:00:00","0.85%",-359,0.0085,0
