"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2026-05-05,2024-12-05,"1.10%",-250,1.1,0
2026-05-05,2024-12-05,"1.35%",-225,1.35,0
2026-05-05,2024-12-05,"1.60%",-200,1.6,0
2026-05-05,2024-12-05,"1.85%",-175,1.85,0
2026-05-05,2024-12-05,"2.10%",-150,2.1,0
2026-05-05,2024-12-05,"2.35%",-125,2.35,0.0232115010154225
2026-05-05,2024-12-05,"2.60%",-100,2.6,0.050485610626533
2026-05-05,2024-12-05,"2.85%",-75,2.85,0.0910550496928366
2026-05-05,2024-12-05,"3.10%",-50,3.1,0.136184194763212
2026-05-05,2024-12-05,"3.35%",-25,3.35,0.168906155247028
2026-05-05,2024-12-05,"3.60%",0,3.6,0.17372633622286
2026-05-05,2024-12-05,"3.85%",25,3.85,0.148179442996709
2026-05-05,2024-12-05,"4.10%",50,4.1,0.10481137856835
2026-05-05,2024-12-05,"4.35%",75,4.35,0.0614778380205076
2026-05-05,2024-12-05,"4.60%",100,4.6,0.0299023619340712
2026-05-05,2024-12-05,"4.85%",125,4.85,0.0120601309124708
2026-05-05,2024-12-05,"5.10%",150,5.1,0
2026-05-05,2024-12-05,"5.35%",175,5.35,0
2026-05-05,2024-12-05,"5.60%",200,5.6,0
2026-05-05,2024-12-05,"5.85%",225,5.85,0
2026-05-05,2024-12-05,"6.10%",250,6.1,0
2026-05-05,2024-12-06,"0.10%",-300,0.1,0
2026-05-05,2024-12-06,"0.35%",-300,0.35,0
2026-05-05,2024-12-06,"0.60%",-300,0.6,0
2026-05-05,2024-12-06,"0.85%",-275,0.85,0
2026-05-05,2024-12-06,"1.10%",-250,1.1,0
2026-05-05,2024-12-06,"1.35%",-225,1.35,0
2026-05-05,2024-12-06,"1.60%",-200,1.6,0
2026-05-05,2024-12-06,"1.85%",-175,1.85,0
2026-05-05,2024-12-06,"2.10%",-150,2.1,0.0115379433657103
2026-05-05,2024-12-06,"2.35%",-125,2.35,0.0275811608984043
2026-05-05,2024-12-06,"2.60%",-100,2.6,0.0555484691640782
2026-05-05,2024-12-06,"2.85%",-75,2.85,0.0942583427101418
2026-05-05,2024-12-06,"3.10%",-50,3.1,0.134761376877773
2026-05-05,2024-12-06,"3.35%",-25,3.35,0.162336325150176
2026-05-05,2024-12-06,"3.60%",0,3.6,0.164768476298426
2026-05-05,2024-12-06,"3.85%",25,3.85,0.140909724635208
2026-05-05,2024-12-06,"4.10%",50,4.1,0.101534416656204
2026-05-05,2024-12-06,"4.35%",75,4.35,0.0616431626663115
2026-05-05,2024-12-06,"4.60%",100,4.6,0.0315316439244029
2026-05-05,2024-12-06,"4.85%",125,4.85,0.0135889576531639
2026-05-05,2024-12-06,"5.10%",150,5.1,0
2026-05-05,2024-12-06,"5.35%",175,5.35,0
2026-05-05,2024-12-06,"5.60%",200,5.6,0
2026-05-05,2024-12-06,"5.85%",225,5.85,0
2026-05-05,2024-12-06,"6.10%",250,6.1,0
2026-05-05,2024-12-09,"0.10%",-300,0.1,0
2026-05-05,2024-12-09,"0.35%",-300,0.35,0
2026-05-05,2024-12-09,"0.60%",-300,0.6,0
2026-05-05,2024-12-09,"0.85%",-275,0.85,0
2026-05-05,2024-12-09,"1.10%",-250,1.1,0
2026-05-05,2024-12-09,"1.35%",-225,1.35,0
2026-05-05,2024-12-09,"1.60%",-200,1.6,0
2026-05-05,2024-12-09,"1.85%",-175,1.85,0
2026-05-05,2024-12-09,"2.10%",-150,2.1,0.0157088942352223
2026-05-05,2024-12-09,"2.35%",-125,2.35,0.0339754948641515
2026-05-05,2024-12-09,"2.60%",-100,2.6,0.062910862442906
2026-05-05,2024-12-09,"2.85%",-75,2.85,0.0997317762615774
2026-05-05,2024-12-09,"3.10%",-50,3.1,0.135361731061864
2026-05-05,2024-12-09,"3.35%",-25,3.35,0.157295730596374
2026-05-05,2024-12-09,"3.60%",0,3.6,0.156494387185736
2026-05-05,2024-12-09,"3.85%",25,3.85,0.133303428834908
2026-05-05,2024-12-09,"4.10%",50,4.1,0.0972170302847003
2026-05-05,2024-12-09,"4.35%",75,4.35,0.0607012250936916
2026-05-05,2024-12-09,"4.60%",100,4.6,0.0324489119206943
2026-05-05,2024-12-09,"4.85%",125,4.85,0.0148505272181752
2026-05-05,2024-12-09,"5.10%",150,5.1,0
2026-05-05,2024-12-09,"5.35%",175,5.35,0
2026-05-05,2024-12-09,"5.60%",200,5.6,0
2026-05-05,2024-12-09,"5.85%",225,5.85,0
2026-05-05,2024-12-09,"6.10%",250,6.1,0
2026-05-05,2024-12-10,"0.10%",-300,0.1,0
2026-05-05,2024-12-10,"0.35%",-300,0.35,0
2026-05-05,2024-12-10,"0.60%",-300,0.6,0
2026-05-05,2024-12-10,"0.85%",-275,0.85,0
2026-05-05,2024-12-10,"1.10%",-250,1.1,0
2026-05-05,2024-12-10,"1.35%",-225,1.35,0
2026-05-05,2024-12-10,"1.60%",-200,1.6,0
2026-05-05,2024-12-10,"1.85%",-175,1.85,0
2026-05-05,2024-12-10,"2.10%",-150,2.1,0.0128272360162251
2026-05-05,2024-12-10,"2.35%",-125,2.35,0.0335688651757271
2026-05-05,2024-12-10,"2.60%",-100,2.6,0.0709586834796242
2026-05-05,2024-12-10,"2.85%",-75,2.85,0.121161927896648
2026-05-05,2024-12-10,"3.10%",-50,3.1,0.167123623723777
2026-05-05,2024-12-10,"3.35%",-25,3.35,0.186222577612326
2026-05-05,2024-12-10,"3.60%",0,3.6,0.167630730338268
2026-05-05,2024-12-10,"3.85%",25,3.85,0.121898362975899
2026-05-05,2024-12-10,"4.10%",50,4.1,0.0716066527547862
2026-05-05,2024-12-10,"4.35%",75,4.35,0.033978244283958
2026-05-05,2024-12-10,"4.60%",100,4.6,0.0130230957427614
2026-05-05,2024-12-10,"4.85%",125,4.85,0
2026-05-05,2024-12-10,"5.10%",150,5.1,0
2026-05-05,2024-12-10,"5.35%",175,5.35,0
2026-05-05,2024-12-10,"5.60%",200,5.6,0
2026-05-05,2024-12-10,"5.85%",225,5.85,0
2026-05-05,2024-12-10,"6.10%",250,6.1,0
2026-05-05,2024-12-12,"0.10%",-300,0.1,0
2026-05-05,2024-12-12,"0.35%",-300,0.35,0
2026-05-05,2024-12-12,"0.60%",-300,0.6,0
2026-05-05,2024-12-12,"0.85%",-275,0.85,0
2026-05-05,2024-12-12,"1.10%",-250,1.1,0
2026-05-05,2024-12-12,"1.35%",-225,1.35,0
2026-05-05,2024-12-12,"1.60%",-200,1.6,0
2026-05-05,2024-12-12,"1.85%",-175,1.85,0
2026-05-05,2024-12-12,"2.10%",-150,2.1,0
2026-05-05,2024-12-12,"2.35%",-125,2.35,0.0211949329223208
2026-05-05,2024-12-12,"2.60%",-100,2.6,0.0501032007818365
2026-05-05,2024-12-12,"2.85%",-75,2.85,0.0955957385153594
2026-05-05,2024-12-12,"3.10%",-50,3.1,0.147222624805329
2026-05-05,2024-12-12,"3.35%",-25,3.35,0.183016154783071
2026-05-05,2024-12-12,"3.60%",0,3.6,0.18365012948721
2026-05-05,2024-12-12,"3.85%",25,3.85,0.148757928767545
2026-05-05,2024-12-12,"4.10%",50,4.1,0.09726312915128
2026-05-05,2024-12-12,"4.35%",75,4.35,0.0513310261317526
2026-05-05,2024-12-12,"4.60%",100,4.6,0.0218651346542953
2026-05-05,2024-12-12,"4.85%",125,4.85,0
2026-05-05,2024-12-12,"5.10%",150,5.1,0
2026-05-05,2024-12-12,"5.35%",175,5.35,0
2026-05-05,2024-12-12,"5.60%",200,5.6,0
2026-05-05,2024-12-12,"5.85%",225,5.85,0
2026-05-05,2024-12-12,"6.10%",250,6.1,0
2026-05-05,2024-12-13,"0.10%",-300,0.1,0
2026-05-05,2024-12-13,"0.35%",-300,0.35,0
2026-05-05,2024-12-13,"0.60%",-300,0.6,0
2026-05-05,2024-12-13,"0.85%",-275,0.85,0
2026-05-05,2024-12-13,"1.10%",-250,1.1,0
2026-05-05,2024-12-13,"1.35%",-225,1.35,0
2026-05-05,2024-12-13,"1.60%",-200,1.6,0
2026-05-05,2024-12-13,"1.85%",-175,1.85,0
2026-05-05,2024-12-13,"2.10%",-150,2.1,0.011298751784747
2026-05-05,2024-12-13,"2.35%",-125,2.35,0.0269935298213119
2026-05-05,2024-12-13,"2.60%",-100,2.6,0.0544179356781763
2026-05-05,2024-12-13,"2.85%",-75,2.85,0.0925742120507275
2026-05-05,2024-12-13,"3.10%",-50,3.1,0.132896371081884
2026-05-05,2024-12-13,"3.35%",-25,3.35,0.160997058607743
2026-05-05,2024-12-13,"3.60%",0,3.6,0.164591727281521
2026-05-05,2024-12-13,"3.85%",25,3.85,0.141998485494145
2026-05-05,2024-12-13,"4.10%",50,4.1,0.103381387623213
2026-05-05,2024-12-13,"4.35%",75,4.35,0.0635152691174552
2026-05-05,2024-12-13,"4.60%",100,4.6,0.032929282828381
2026-05-05,2024-12-13,"4.85%",125,4.85,0.0144059886306963
2026-05-05,2024-12-13,"5.10%",150,5.1,0
2026-05-05,2024-12-13,"5.35%",175,5.35,0
2026-05-05,2024-12-13,"5.60%",200,5.6,0
2026-05-05,2024-12-13,"5.85%",225,5.85,0
2026-05-05,2024-12-13,"6.10%",250,6.1,0
2026-05-05,2024-12-16,"0.10%",-300,0.1,0
2026-05-05,2024-12-16,"0.35%",-300,0.35,0
2026-05-05,2024-12-16,"0.60%",-300,0.6,0
2026-05-05,2024-12-16,"0.85%",-275,0.85,0
2026-05-05,2024-12-16,"1.10%",-250,1.1,0
2026-05-05,2024-12-16,"1.35%",-225,1.35,0
2026-05-05,2024-12-16,"1.60%",-200,1.6,0
2026-05-05,2024-12-16,"1.85%",-175,1.85,0
2026-05-05,2024-12-16,"2.10%",-150,2.1,0.0106981649047815
2026-05-05,2024-12-16,"2.35%",-125,2.35,0.0256753645035319
2026-05-05,2024-12-16,"2.60%",-100,2.6,0.0520916793165237
2026-05-05,2024-12-16,"2.85%",-75,2.85,0.0893463086548609
2026-05-05,2024-12-16,"3.10%",-50,3.1,0.129553984105343
2026-05-05,2024-12-16,"3.35%",-25,3.35,0.158817143401839
2026-05-05,2024-12-16,"3.60%",0,3.6,0.164596293440049
2026-05-05,2024-12-16,"3.85%",25,3.85,0.14421798464772
2026-05-05,2024-12-16,"4.10%",50,4.1,0.106829978966601
2026-05-05,2024-12-16,"4.35%",75,4.35,0.0669015078635741
2026-05-05,2024-12-16,"4.60%",100,4.6,0.0354192631290777
2026-05-05,2024-12-16,"4.85%",125,4.85,0.0158523270660968
2026-05-05,2024-12-16,"5.10%",150,5.1,0
2026-05-05,2024-12-16,"5.35%",175,5.35,0
2026-05-05,2024-12-16,"5.60%",200,5.6,0
2026-05-05,2024-12-16,"5.85%",225,5.85,0
2026-05-05,2024-12-16,"6.10%",250,6.1,0
2026-05-05,2024-12-17,"0.10%",-300,0.1,0
2026-05-05,2024-12-17,"0.35%",-300,0.35,0
2026-05-05,2024-12-17,"0.60%",-300,0.6,0
2026-05-05,2024-12-17,"0.85%",-275,0.85,0
2026-05-05,2024-12-17,"1.10%",-250,1.1,0
2026-05-05,2024-12-17,"1.35%",-225,1.35,0
2026-05-05,2024-12-17,"1.60%",-200,1.6,0
2026-05-05,2024-12-17,"1.85%",-175,1.85,0
2026-05-05,2024-12-17,"2.10%",-150,2.1,0.0107867137484602
2026-05-05,2024-12-17,"2.35%",-125,2.35,0.026533879783338
2026-05-05,2024-12-17,"2.60%",-100,2.6,0.0546614408272554
2026-05-05,2024-12-17,"2.85%",-75,2.85,0.0943071600375896
2026-05-05,2024-12-17,"3.10%",-50,3.1,0.136270772675343
2026-05-05,2024-12-17,"3.35%",-25,3.35,0.164916032894346
2026-05-05,2024-12-17,"3.60%",0,3.6,0.167158761790368
2026-05-05,2024-12-17,"3.85%",25,3.85,0.141906340713046
2026-05-05,2024-12-17,"4.10%",50,4.1,0.100896804736468
2026-05-05,2024-12-17,"4.35%",75,4.35,0.0600826227340446
2026-05-05,2024-12-17,"4.60%",100,4.6,0.0299643976839215
2026-05-05,2024-12-17,"4.85%",125,4.85,0.0125150723758205
2026-05-05,2024-12-17,"5.10%",150,5.1,0
2026-05-05,2024-12-17,"5.35%",175,5.35,0
2026-05-05,2024-12-17,"5.60%",200,5.6,0
2026-05-05,2024-12-17,"5.85%",225,5.85,0
2026-05-05,2024-12-17,"6.10%",250,6.1,0
2026-05-05,2024-12-18,"0.10%",-300,0.1,0
2026-05-05,2024-12-18,"0.35%",-300,0.35,0
2026-05-05,2024-12-18,"0.60%",-300,0.6,0
2026-05-05,2024-12-18,"0.85%",-275,0.85,0
2026-05-05,2024-12-18,"1.10%",-250,1.1,0
2026-05-05,2024-12-18,"1.35%",-225,1.35,0
2026-05-05,2024-12-18,"1.60%",-200,1.6,0
2026-05-05,2024-12-18,"1.85%",-175,1.85,0
2026-05-05,2024-12-18,"2.10%",-150,2.1,0.0137814229812879
2026-05-05,2024-12-18,"2.35%",-125,2.35,0.0314933236921893
2026-05-05,2024-12-18,"2.60%",-100,2.6,0.060919115292536
2026-05-05,2024-12-18,"2.85%",-75,2.85,0.0997494290527772
2026-05-05,2024-12-18,"3.10%",-50,3.1,0.138260270682934
2026-05-05,2024-12-18,"3.35%",-25,3.35,0.162225892452699
2026-05-05,2024-12-18,"3.60%",0,3.6,0.161131890201768
2026-05-05,2024-12-18,"3.85%",25,3.85,0.13548189864225
2026-05-05,2024-12-18,"4.10%",50,4.1,0.0964309577189258
2026-05-05,2024-12-18,"4.35%",75,4.35,0.0581006857597436
2026-05-05,2024-12-18,"4.60%",100,4.6,0.0296324100427392
2026-05-05,2024-12-18,"4.85%",125,4.85,0.0127927034801504
2026-05-05,2024-12-18,"5.10%",150,5.1,0
2026-05-05,2024-12-18,"5.35%",175,5.35,0
2026-05-05,2024-12-18,"5.60%",200,5.6,0
2026-05-05,2024-12-18,"5.85%",225,5.85,0
2026-05-05,2024-12-18,"6.10%",250,6.1,0
2026-05-05,2024-12-19,"0.10%",-300,0.1,0
2026-05-05,2024-12-19,"0.35%",-300,0.35,0
2026-05-05,2024-12-19,"0.60%",-300,0.6,0
2026-05-05,2024-12-19,"0.85%",-275,0.85,0
2026-05-05,2024-12-19,"1.10%",-250,1.1,0
2026-05-05,2024-12-19,"1.35%",-225,1.35,0
2026-05-05,2024-12-19,"1.60%",-200,1.6,0
2026-05-05,2024-12-19,"1.85%",-175,1.85,0
2026-05-05,2024-12-19,"2.10%",-150,2.1,0
2026-05-05,2024-12-19,"2.35%",-125,2.35,0.015633143355529
2026-05-05,2024-12-19,"2.60%",-100,2.6,0.037590739634245
2026-05-05,2024-12-19,"2.85%",-75,2.85,0.0743697427983744
2026-05-05,2024-12-19,"3.10%",-50,3.1,0.12106287236957
2026-05-05,2024-12-19,"3.35%",-25,3.35,0.162157994785765
2026-05-05,2024-12-19,"3.60%",0,3.6,0.178725531563854
2026-05-05,2024-12-19,"3.85%",25,3.85,0.162090811877542
2026-05-05,2024-12-19,"4.10%",50,4.1,0.12096257595227
2026-05-05,2024-12-19,"4.35%",75,4.35,0.0742773378659482
2026-05-05,2024-12-19,"4.60%",100,4.6,0.037528472260907
2026-05-05,2024-12-19,"4.85%",125,4.85,0.0156007775359958
2026-05-05,2024-12-19,"5.10%",150,5.1,0
2026-05-05,2024-12-19,"5.35%",175,5.35,0
2026-05-05,2024-12-19,"5.60%",200,5.6,0
2026-05-05,2024-12-19,"5.85%",225,5.85,0
2026-05-05,2024-12-19,"6.10%",250,6.1,0
2026-05-05,2024-12-20,"0.10%",-300,0.1,0
2026-05-05,2024-12-20,"0.35%",-300,0.35,0
2026-05-05,2024-12-20,"0.60%",-300,0.6,0
2026-05-05,2024-12-20,"0.85%",-275,0.85,0
2026-05-05,2024-12-20,"1.10%",-250,1.1,0
2026-05-05,2024-12-20,"1.35%",-225,1.35,0
2026-05-05,2024-12-20,"1.60%",-200,1.6,0
2026-05-05,2024-12-20,"1.85%",-175,1.85,0
2026-05-05,2024-12-20,"2.10%",-150,2.1,0
2026-05-05,2024-12-20,"2.35%",-125,2.35,0.0178438047621991
2026-05-05,2024-12-20,"2.60%",-100,2.6,0.0390386056299331
2026-05-05,2024-12-20,"2.85%",-75,2.85,0.0722116251747019
2026-05-05,2024-12-20,"3.10%",-50,3.1,0.112937073927635
2026-05-05,2024-12-20,"3.35%",-25,3.35,0.149344885766065
2026-05-05,2024-12-20,"3.60%",0,3.6,0.166983486547758
2026-05-05,2024-12-20,"3.85%",25,3.85,0.157865788298746
2026-05-05,2024-12-20,"4.10%",50,4.1,0.126192298558358
2026-05-05,2024-12-20,"4.35%",75,4.35,0.0852911649179044
2026-05-05,2024-12-20,"4.60%",100,4.6,0.0487410332712741
2026-05-05,2024-12-20,"4.85%",125,4.85,0.0235502331454236
2026-05-05,2024-12-20,"5.10%",150,5.1,0
2026-05-05,2024-12-20,"5.35%",175,5.35,0
2026-05-05,2024-12-20,"5.60%",200,5.6,0
2026-05-05,2024-12-20,"5.85%",225,5.85,0
2026-05-05,2024-12-20,"6.10%",250,6.1,0
2026-05-05,2024-12-23,"0.10%",-300,0.1,0
2026-05-05,2024-12-23,"0.35%",-300,0.35,0
2026-05-05,2024-12-23,"0.60%",-300,0.6,0
2026-05-05,2024-12-23,"0.85%",-275,0.85,0
2026-05-05,2024-12-23,"1.10%",-250,1.1,0
2026-05-05,2024-12-23,"1.35%",-225,1.35,0
2026-05-05,2024-12-23,"1.60%",-200,1.6,0
2026-05-05,2024-12-23,"1.85%",-175,1.85,0
2026-05-05,2024-12-23,"2.10%",-150,2.1,0.0106543337513835
2026-05-05,2024-12-23,"2.35%",-125,2.35,0.0247965055547029
2026-05-05,2024-12-23,"2.60%",-100,2.6,0.0493259596891556
2026-05-05,2024-12-23,"2.85%",-75,2.85,0.0838669955173426
2026-05-05,2024-12-23,"3.10%",-50,3.1,0.121883420093567
2026-05-05,2024-12-23,"3.35%",-25,3.35,0.15140546342105
2026-05-05,2024-12-23,"3.60%",0,3.6,0.160762578387083
2026-05-05,2024-12-23,"3.85%",25,3.85,0.145906873082753
2026-05-05,2024-12-23,"4.10%",50,4.1,0.113191158062779
2026-05-05,2024-12-23,"4.35%",75,4.35,0.0750570616403914
2026-05-05,2024-12-23,"4.60%",100,4.6,0.0425409356600644
2026-05-05,2024-12-23,"4.85%",125,4.85,0.0206087151397276
2026-05-05,2024-12-23,"5.10%",150,5.1,0
2026-05-05,2024-12-23,"5.35%",175,5.35,0
2026-05-05,2024-12-23,"5.60%",200,5.6,0
2026-05-05,2024-12-23,"5.85%",225,5.85,0
2026-05-05,2024-12-23,"6.10%",250,6.1,0
2026-05-05,2024-12-24,"0.10%",-300,0.1,0
2026-05-05,2024-12-24,"0.35%",-300,0.35,0
2026-05-05,2024-12-24,"0.60%",-300,0.6,0
2026-05-05,2024-12-24,"0.85%",-275,0.85,0
2026-05-05,2024-12-24,"1.10%",-250,1.1,0
2026-05-05,2024-12-24,"1.35%",-225,1.35,0
2026-05-05,2024-12-24,"1.60%",-200,1.6,0
2026-05-05,2024-12-24,"1.85%",-175,1.85,0
2026-05-05,2024-12-24,"2.10%",-150,2.1,0
2026-05-05,2024-12-24,"2.35%",-125,2.35,0.0198578554321201
2026-05-05,2024-12-24,"2.60%",-100,2.6,0.0453090796323812
2026-05-05,2024-12-24,"2.85%",-75,2.85,0.0851848058964679
2026-05-05,2024-12-24,"3.10%",-50,3.1,0.131971392867602
2026-05-05,2024-12-24,"3.35%",-25,3.35,0.16848065639329
2026-05-05,2024-12-24,"3.60%",0,3.6,0.177247263595005
2026-05-05,2024-12-24,"3.85%",25,3.85,0.153663128459957
2026-05-05,2024-12-24,"4.10%",50,4.1,0.109778307888286
2026-05-05,2024-12-24,"4.35%",75,4.35,0.0646265520867557
2026-05-05,2024-12-24,"4.60%",100,4.6,0.0313500928058672
2026-05-05,2024-12-24,"4.85%",125,4.85,0.0125308649422673
2026-05-05,2024-12-24,"5.10%",150,5.1,0
2026-05-05,2024-12-24,"5.35%",175,5.35,0
2026-05-05,2024-12-24,"5.60%",200,5.6,0
2026-05-05,2024-12-24,"5.85%",225,5.85,0
2026-05-05,2024-12-24,"6.10%",250,6.1,0
2026-05-05,2024-12-27,"0.10%",-300,0.1,0
2026-05-05,2024-12-27,"0.35%",-300,0.35,0
2026-05-05,2024-12-27,"0.60%",-300,0.6,0
2026-05-05,2024-12-27,"0.85%",-275,0.85,0
2026-05-05,2024-12-27,"1.10%",-250,1.1,0
2026-05-05,2024-12-27,"1.35%",-225,1.35,0
2026-05-05,2024-12-27,"1.60%",-200,1.6,0
2026-05-05,2024-12-27,"1.85%",-175,1.85,0
2026-05-05,2024-12-27,"2.10%",-150,2.1,0
2026-05-05,2024-12-27,"2.35%",-125,2.35,0.0145902437024304
2026-05-05,2024-12-27,"2.60%",-100,2.6,0.0387794852948524
2026-05-05,2024-12-27,"2.85%",-75,2.85,0.0818507534078396
2026-05-05,2024-12-27,"3.10%",-50,3.1,0.137201156250077
2026-05-05,2024-12-27,"3.35%",-25,3.35,0.182654714583978
2026-05-05,2024-12-27,"3.60%",0,3.6,0.193132465221769
2026-05-05,2024-12-27,"3.85%",25,3.85,0.16219354457435
2026-05-05,2024-12-27,"4.10%",50,4.1,0.108182647796656
2026-05-05,2024-12-27,"4.35%",75,4.35,0.057307144838375
2026-05-05,2024-12-27,"4.60%",100,4.6,0.0241078443296719
2026-05-05,2024-12-27,"4.85%",125,4.85,0
2026-05-05,2024-12-27,"5.10%",150,5.1,0
2026-05-05,2024-12-27,"5.35%",175,5.35,0
2026-05-05,2024-12-27,"5.60%",200,5.6,0
2026-05-05,2024-12-27,"5.85%",225,5.85,0
2026-05-05,2024-12-27,"6.10%",250,6.1,0
2026-05-05,2024-12-30,"0.10%",-300,0.1,0
2026-05-05,2024-12-30,"0.35%",-300,0.35,0
2026-05-05,2024-12-30,"0.60%",-300,0.6,0
2026-05-05,2024-12-30,"0.85%",-275,0.85,0
2026-05-05,2024-12-30,"1.10%",-250,1.1,0
2026-05-05,2024-12-30,"1.35%",-225,1.35,0
2026-05-05,2024-12-30,"1.60%",-200,1.6,0
2026-05-05,2024-12-30,"1.85%",-175,1.85,0
2026-05-05,2024-12-30,"2.10%",-150,2.1,0
2026-05-05,2024-12-30,"2.35%",-125,2.35,0.0108851280019753
2026-05-05,2024-12-30,"2.60%",-100,2.6,0.0324865045927932
2026-05-05,2024-12-30,"2.85%",-75,2.85,0.075172043503035
2026-05-05,2024-12-30,"3.10%",-50,3.1,0.134878766970058
2026-05-05,2024-12-30,"3.35%",-25,3.35,0.187672440741129
2026-05-05,2024-12-30,"3.60%",0,3.6,0.202510585837437
2026-05-05,2024-12-30,"3.85%",25,3.85,0.169468920422017
2026-05-05,2024-12-30,"4.10%",50,4.1,0.109980656218488
