"meeting_date","scrape_time","scrape_datetime_aest","move","diff_bps","bucket_rate","probability"
2026-09-29,2025-09-29 03:30:44,"2025-09-29 13:30:44","4.85%",-355,0.0485,0
2026-09-29,2025-09-29 03:30:44,"2025-09-29 13:30:44","5.10%",-355,0.051,0
2026-09-29,2025-09-29 03:30:44,"2025-09-29 13:30:44","5.35%",-355,0.0535,0
2026-09-29,2025-09-29 03:30:44,"2025-09-29 13:30:44","5.60%",-354,0.056,0
2026-09-29,2025-09-29 03:30:44,"2025-09-29 13:30:44","5.85%",-354,0.0585,0
2026-09-29,2025-09-29 03:30:44,"2025-09-29 13:30:44","6.10%",-354,0.061,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","0.10%",-360,0.001,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","0.35%",-360,0.0035,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","0.60%",-359,0.006,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","0.85%",-359,0.0085,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","1.10%",-359,0.011,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","1.35%",-359,0.0135,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","1.60%",-358,0.016,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","1.85%",-358,0.0185,0.0136776210564171
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","2.10%",-358,0.021,0.0296063397694935
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","2.35%",-358,0.0235,0.0553334869345239
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","2.60%",-357,0.026,0.0892951160075863
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","2.85%",-357,0.0285,0.124425468531216
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","3.10%",-357,0.031,0.149705125873315
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","3.35%",-357,0.0335,0.155529239557022
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","3.60%",-356,0.036,0.139519808102858
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","3.85%",-356,0.0385,0.10807042274927
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","4.10%",-356,0.041,0.0722806383183196
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","4.35%",-356,0.0435,0.0417423172211984
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","4.60%",-355,0.046,0.0208144158787795
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","4.85%",-355,0.0485,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","5.10%",-355,0.051,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","5.35%",-355,0.0535,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","5.60%",-354,0.056,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","5.85%",-354,0.0585,0
2026-09-29,2025-09-29 03:53:26,"2025-09-29 13:53:26","6.10%",-354,0.061,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","0.10%",-360,0.001,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","0.35%",-360,0.0035,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","0.60%",-359,0.006,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","0.85%",-359,0.0085,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","1.10%",-359,0.011,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","1.35%",-359,0.0135,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","1.60%",-358,0.016,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","1.85%",-358,0.0185,0.0136776210564171
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","2.10%",-358,0.021,0.0296063397694935
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","2.35%",-358,0.0235,0.0553334869345239
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","2.60%",-357,0.026,0.0892951160075863
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","2.85%",-357,0.0285,0.124425468531216
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","3.10%",-357,0.031,0.149705125873315
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","3.35%",-357,0.0335,0.155529239557022
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","3.60%",-356,0.036,0.139519808102858
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","3.85%",-356,0.0385,0.10807042274927
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","4.10%",-356,0.041,0.0722806383183196
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","4.35%",-356,0.0435,0.0417423172211984
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","4.60%",-355,0.046,0.0208144158787795
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","4.85%",-355,0.0485,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","5.10%",-355,0.051,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","5.35%",-355,0.0535,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","5.60%",-354,0.056,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","5.85%",-354,0.0585,0
2026-09-29,2025-09-29 04:19:22,"2025-09-29 14:19:22","6.10%",-354,0.061,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","0.10%",-360,0.001,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","0.35%",-360,0.0035,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","0.60%",-359,0.006,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","0.85%",-359,0.0085,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","1.10%",-359,0.011,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","1.35%",-359,0.0135,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","1.60%",-358,0.016,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","1.85%",-358,0.0185,0.0136776210564171
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","2.10%",-358,0.021,0.0296063397694935
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","2.35%",-358,0.0235,0.0553334869345239
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","2.60%",-357,0.026,0.0892951160075863
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","2.85%",-357,0.0285,0.124425468531216
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","3.10%",-357,0.031,0.149705125873315
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","3.35%",-357,0.0335,0.155529239557022
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","3.60%",-356,0.036,0.139519808102858
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","3.85%",-356,0.0385,0.10807042274927
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","4.10%",-356,0.041,0.0722806383183196
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","4.35%",-356,0.0435,0.0417423172211984
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","4.60%",-355,0.046,0.0208144158787795
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","4.85%",-355,0.0485,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","5.10%",-355,0.051,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","5.35%",-355,0.0535,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","5.60%",-354,0.056,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","5.85%",-354,0.0585,0
2026-09-29,2025-09-29 04:40:59,"2025-09-29 14:40:59","6.10%",-354,0.061,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","0.10%",-360,0.001,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","0.35%",-360,0.0035,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","0.60%",-359,0.006,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","0.85%",-359,0.0085,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","1.10%",-359,0.011,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","1.35%",-359,0.0135,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","1.60%",-358,0.016,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","1.85%",-358,0.0185,0.0136776210564171
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","2.10%",-358,0.021,0.0296063397694935
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","2.35%",-358,0.0235,0.0553334869345239
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","2.60%",-357,0.026,0.0892951160075863
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","2.85%",-357,0.0285,0.124425468531216
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","3.10%",-357,0.031,0.149705125873315
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","3.35%",-357,0.0335,0.155529239557022
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","3.60%",-356,0.036,0.139519808102858
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","3.85%",-356,0.0385,0.10807042274927
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","4.10%",-356,0.041,0.0722806383183196
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","4.35%",-356,0.0435,0.0417423172211984
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","4.60%",-355,0.046,0.0208144158787795
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","4.85%",-355,0.0485,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","5.10%",-355,0.051,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","5.35%",-355,0.0535,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","5.60%",-354,0.056,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","5.85%",-354,0.0585,0
2026-09-29,2025-09-29 04:52:52,"2025-09-29 14:52:52","6.10%",-354,0.061,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","0.10%",-360,0.001,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","0.35%",-360,0.0035,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","0.60%",-359,0.006,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","0.85%",-359,0.0085,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","1.10%",-359,0.011,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","1.35%",-359,0.0135,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","1.60%",-358,0.016,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","1.85%",-358,0.0185,0.0136776210564171
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","2.10%",-358,0.021,0.0296063397694935
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","2.35%",-358,0.0235,0.0553334869345239
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","2.60%",-357,0.026,0.0892951160075863
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","2.85%",-357,0.0285,0.124425468531216
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","3.10%",-357,0.031,0.149705125873315
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","3.35%",-357,0.0335,0.155529239557022
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","3.60%",-356,0.036,0.139519808102858
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","3.85%",-356,0.0385,0.10807042274927
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","4.10%",-356,0.041,0.0722806383183196
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","4.35%",-356,0.0435,0.0417423172211984
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","4.60%",-355,0.046,0.0208144158787795
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","4.85%",-355,0.0485,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","5.10%",-355,0.051,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","5.35%",-355,0.0535,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","5.60%",-354,0.056,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","5.85%",-354,0.0585,0
2026-09-29,2025-09-29 05:15:13,"2025-09-29 15:15:13","6.10%",-354,0.061,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","0.10%",-360,0.001,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","0.35%",-360,0.0035,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","0.60%",-359,0.006,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","0.85%",-359,0.0085,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","1.10%",-359,0.011,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","1.35%",-359,0.0135,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","1.60%",-358,0.016,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","1.85%",-358,0.0185,0.0136776210564171
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","2.10%",-358,0.021,0.0296063397694935
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","2.35%",-358,0.0235,0.0553334869345239
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","2.60%",-357,0.026,0.0892951160075863
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","2.85%",-357,0.0285,0.124425468531216
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","3.10%",-357,0.031,0.149705125873315
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","3.35%",-357,0.0335,0.155529239557022
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","3.60%",-356,0.036,0.139519808102858
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","3.85%",-356,0.0385,0.10807042274927
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","4.10%",-356,0.041,0.0722806383183196
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","4.35%",-356,0.0435,0.0417423172211984
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","4.60%",-355,0.046,0.0208144158787795
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","4.85%",-355,0.0485,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","5.10%",-355,0.051,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","5.35%",-355,0.0535,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","5.60%",-354,0.056,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","5.85%",-354,0.0585,0
2026-09-29,2025-09-29 05:35:35,"2025-09-29 15:35:35","6.10%",-354,0.061,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","0.10%",-360,0.001,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","0.35%",-360,0.0035,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","0.60%",-359,0.006,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","0.85%",-359,0.0085,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","1.10%",-359,0.011,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","1.35%",-359,0.0135,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","1.60%",-358,0.016,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","1.85%",-358,0.0185,0.0136776210564171
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","2.10%",-358,0.021,0.0296063397694935
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","2.35%",-358,0.0235,0.0553334869345239
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","2.60%",-357,0.026,0.0892951160075863
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","2.85%",-357,0.0285,0.124425468531216
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","3.10%",-357,0.031,0.149705125873315
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","3.35%",-357,0.0335,0.155529239557022
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","3.60%",-356,0.036,0.139519808102858
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","3.85%",-356,0.0385,0.10807042274927
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","4.10%",-356,0.041,0.0722806383183196
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","4.35%",-356,0.0435,0.0417423172211984
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","4.60%",-355,0.046,0.0208144158787795
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","4.85%",-355,0.0485,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","5.10%",-355,0.051,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","5.35%",-355,0.0535,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","5.60%",-354,0.056,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","5.85%",-354,0.0585,0
2026-09-29,2025-09-29 05:47:12,"2025-09-29 15:47:12","6.10%",-354,0.061,0
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","0.10%",-360,0.001,0
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","0.35%",-360,0.0035,0
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","0.60%",-359,0.006,0
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","0.85%",-359,0.0085,0
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","1.10%",-359,0.011,0
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","1.35%",-359,0.0135,0
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","1.60%",-358,0.016,0
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","1.85%",-358,0.0185,0.0136776210564171
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","2.10%",-358,0.021,0.0296063397694935
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","2.35%",-358,0.0235,0.0553334869345239
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","2.60%",-357,0.026,0.0892951160075863
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","2.85%",-357,0.0285,0.124425468531216
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","3.10%",-357,0.031,0.149705125873315
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","3.35%",-357,0.0335,0.155529239557022
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","3.60%",-356,0.036,0.139519808102858
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","3.85%",-356,0.0385,0.10807042274927
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","4.10%",-356,0.041,0.0722806383183196
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","4.35%",-356,0.0435,0.0417423172211984
2026-09-29,2025-09-29 05:58:38,"2025-09-29 15:58:38","4.60%",-355,0.046,0.0208144158787795
