"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2025-11-04,2024-06-13,"2.60%",-100,2.6,0.0119896146468167
2025-11-04,2024-06-13,"2.85%",-75,2.85,0.0318617050684309
2025-11-04,2024-06-13,"3.10%",-50,3.1,0.0683371295204902
2025-11-04,2024-06-13,"3.35%",-25,3.35,0.118302948890209
2025-11-04,2024-06-13,"3.60%",0,3.6,0.165312436641833
2025-11-04,2024-06-13,"3.85%",25,3.85,0.186465712754854
2025-11-04,2024-06-13,"4.10%",50,4.1,0.169777618202676
2025-11-04,2024-06-13,"4.35%",75,4.35,0.124780402289429
2025-11-04,2024-06-13,"4.60%",100,4.6,0.0740261918798845
2025-11-04,2024-06-13,"4.85%",125,4.85,0.0354469151002343
2025-11-04,2024-06-13,"5.10%",150,5.1,0.0136993250051439
2025-11-04,2024-06-13,"5.35%",175,5.35,0
2025-11-04,2024-06-13,"5.60%",200,5.6,0
2025-11-04,2024-06-13,"5.85%",225,5.85,0
2025-11-04,2024-06-13,"6.10%",250,6.1,0
2025-11-04,2024-06-14,"0.10%",-300,0.1,0
2025-11-04,2024-06-14,"0.35%",-300,0.35,0
2025-11-04,2024-06-14,"0.60%",-300,0.6,0
2025-11-04,2024-06-14,"0.85%",-275,0.85,0
2025-11-04,2024-06-14,"1.10%",-250,1.1,0
2025-11-04,2024-06-14,"1.35%",-225,1.35,0
2025-11-04,2024-06-14,"1.60%",-200,1.6,0
2025-11-04,2024-06-14,"1.85%",-175,1.85,0
2025-11-04,2024-06-14,"2.10%",-150,2.1,0
2025-11-04,2024-06-14,"2.35%",-125,2.35,0.010543405829395
2025-11-04,2024-06-14,"2.60%",-100,2.6,0.0254993790056666
2025-11-04,2024-06-14,"2.85%",-75,2.85,0.0520391815170914
2025-11-04,2024-06-14,"3.10%",-50,3.1,0.0896181731219201
2025-11-04,2024-06-14,"3.35%",-25,3.35,0.130237563002095
2025-11-04,2024-06-14,"3.60%",0,3.6,0.159719441956206
2025-11-04,2024-06-14,"3.85%",25,3.85,0.165296782034844
2025-11-04,2024-06-14,"4.10%",50,4.1,0.144363278744926
2025-11-04,2024-06-14,"4.35%",75,4.35,0.10639771718214
2025-11-04,2024-06-14,"4.60%",100,4.6,0.066173719047473
2025-11-04,2024-06-14,"4.85%",125,4.85,0.0347302454970969
2025-11-04,2024-06-14,"5.10%",150,5.1,0.0153811130611458
2025-11-04,2024-06-14,"5.35%",175,5.35,0
2025-11-04,2024-06-14,"5.60%",200,5.6,0
2025-11-04,2024-06-14,"5.85%",225,5.85,0
2025-11-04,2024-06-14,"6.10%",250,6.1,0
2025-11-04,2024-06-17,"0.10%",-300,0.1,0
2025-11-04,2024-06-17,"0.35%",-300,0.35,0
2025-11-04,2024-06-17,"0.60%",-300,0.6,0
2025-11-04,2024-06-17,"0.85%",-275,0.85,0
2025-11-04,2024-06-17,"1.10%",-250,1.1,0
2025-11-04,2024-06-17,"1.35%",-225,1.35,0
2025-11-04,2024-06-17,"1.60%",-200,1.6,0
2025-11-04,2024-06-17,"1.85%",-175,1.85,0
2025-11-04,2024-06-17,"2.10%",-150,2.1,0
2025-11-04,2024-06-17,"2.35%",-125,2.35,0.0109921507831068
2025-11-04,2024-06-17,"2.60%",-100,2.6,0.026255269302072
2025-11-04,2024-06-17,"2.85%",-75,2.85,0.0530145486296019
2025-11-04,2024-06-17,"3.10%",-50,3.1,0.0904962283960325
2025-11-04,2024-06-17,"3.35%",-25,3.35,0.130596644803129
2025-11-04,2024-06-17,"3.60%",0,3.6,0.15933315331809
2025-11-04,2024-06-17,"3.85%",25,3.85,0.164344966075794
2025-11-04,2024-06-17,"4.10%",50,4.1,0.143312257001688
2025-11-04,2024-06-17,"4.35%",75,4.35,0.105653649824864
2025-11-04,2024-06-17,"4.60%",100,4.6,0.0658498094448124
2025-11-04,2024-06-17,"4.85%",125,4.85,0.034696456158906
2025-11-04,2024-06-17,"5.10%",150,5.1,0.0154548662619034
2025-11-04,2024-06-17,"5.35%",175,5.35,0
2025-11-04,2024-06-17,"5.60%",200,5.6,0
2025-11-04,2024-06-17,"5.85%",225,5.85,0
2025-11-04,2024-06-17,"6.10%",250,6.1,0
2025-11-04,2024-06-18,"0.10%",-300,0.1,0
2025-11-04,2024-06-18,"0.35%",-300,0.35,0
2025-11-04,2024-06-18,"0.60%",-300,0.6,0
2025-11-04,2024-06-18,"0.85%",-275,0.85,0
2025-11-04,2024-06-18,"1.10%",-250,1.1,0
2025-11-04,2024-06-18,"1.35%",-225,1.35,0
2025-11-04,2024-06-18,"1.60%",-200,1.6,0
2025-11-04,2024-06-18,"1.85%",-175,1.85,0
2025-11-04,2024-06-18,"2.10%",-150,2.1,0
2025-11-04,2024-06-18,"2.35%",-125,2.35,0
2025-11-04,2024-06-18,"2.60%",-100,2.6,0.019275717129638
2025-11-04,2024-06-18,"2.85%",-75,2.85,0.0425399067116459
2025-11-04,2024-06-18,"3.10%",-50,3.1,0.0786249772666735
2025-11-04,2024-06-18,"3.35%",-25,3.35,0.121706861045258
2025-11-04,2024-06-18,"3.60%",0,3.6,0.157786251302293
2025-11-04,2024-06-18,"3.85%",25,3.85,0.171327961544969
2025-11-04,2024-06-18,"4.10%",50,4.1,0.155809544788655
2025-11-04,2024-06-18,"4.35%",75,4.35,0.118676464074031
2025-11-04,2024-06-18,"4.60%",100,4.6,0.0757066764330417
2025-11-04,2024-06-18,"4.85%",125,4.85,0.0404476705906145
2025-11-04,2024-06-18,"5.10%",150,5.1,0.0180979691131801
2025-11-04,2024-06-18,"5.35%",175,5.35,0
2025-11-04,2024-06-18,"5.60%",200,5.6,0
2025-11-04,2024-06-18,"5.85%",225,5.85,0
2025-11-04,2024-06-18,"6.10%",250,6.1,0
2025-11-04,2024-06-19,"0.10%",-300,0.1,0
2025-11-04,2024-06-19,"0.35%",-300,0.35,0
2025-11-04,2024-06-19,"0.60%",-300,0.6,0
2025-11-04,2024-06-19,"0.85%",-275,0.85,0
2025-11-04,2024-06-19,"1.10%",-250,1.1,0
2025-11-04,2024-06-19,"1.35%",-225,1.35,0
2025-11-04,2024-06-19,"1.60%",-200,1.6,0
2025-11-04,2024-06-19,"1.85%",-175,1.85,0
2025-11-04,2024-06-19,"2.10%",-150,2.1,0
2025-11-04,2024-06-19,"2.35%",-125,2.35,0
2025-11-04,2024-06-19,"2.60%",-100,2.6,0.0177764979775747
2025-11-04,2024-06-19,"2.85%",-75,2.85,0.0388030935577875
2025-11-04,2024-06-19,"3.10%",-50,3.1,0.0716969128819165
2025-11-04,2024-06-19,"3.35%",-25,3.35,0.112139570028062
2025-11-04,2024-06-19,"3.60%",0,3.6,0.148473620773109
2025-11-04,2024-06-19,"3.85%",25,3.85,0.166408899208663
2025-11-04,2024-06-19,"4.10%",50,4.1,0.157885633142172
2025-11-04,2024-06-19,"4.35%",75,4.35,0.126807978948652
2025-11-04,2024-06-19,"4.60%",100,4.6,0.086215361244305
2025-11-04,2024-06-19,"4.85%",125,4.85,0.0496192498655346
2025-11-04,2024-06-19,"5.10%",150,5.1,0.0241731823722227
2025-11-04,2024-06-19,"5.35%",175,5.35,0
2025-11-04,2024-06-19,"5.60%",200,5.6,0
2025-11-04,2024-06-19,"5.85%",225,5.85,0
2025-11-04,2024-06-19,"6.10%",250,6.1,0
2025-11-04,2024-06-20,"0.10%",-300,0.1,0
2025-11-04,2024-06-20,"0.35%",-300,0.35,0
2025-11-04,2024-06-20,"0.60%",-300,0.6,0
2025-11-04,2024-06-20,"0.85%",-275,0.85,0
2025-11-04,2024-06-20,"1.10%",-250,1.1,0
2025-11-04,2024-06-20,"1.35%",-225,1.35,0
2025-11-04,2024-06-20,"1.60%",-200,1.6,0
2025-11-04,2024-06-20,"1.85%",-175,1.85,0
2025-11-04,2024-06-20,"2.10%",-150,2.1,0
2025-11-04,2024-06-20,"2.35%",-125,2.35,0
2025-11-04,2024-06-20,"2.60%",-100,2.6,0.0130365108080589
2025-11-04,2024-06-20,"2.85%",-75,2.85,0.0324882296988691
2025-11-04,2024-06-20,"3.10%",-50,3.1,0.0666143313455702
2025-11-04,2024-06-20,"3.35%",-25,3.35,0.112384281390014
2025-11-04,2024-06-20,"3.60%",0,3.6,0.156010597552516
2025-11-04,2024-06-20,"3.85%",25,3.85,0.178206022907529
2025-11-04,2024-06-20,"4.10%",50,4.1,0.167499738302101
2025-11-04,2024-06-20,"4.35%",75,4.35,0.12954707956983
2025-11-04,2024-06-20,"4.60%",100,4.6,0.0824433612355804
2025-11-04,2024-06-20,"4.85%",125,4.85,0.0431703777628168
2025-11-04,2024-06-20,"5.10%",150,5.1,0.0185994694271157
2025-11-04,2024-06-20,"5.35%",175,5.35,0
2025-11-04,2024-06-20,"5.60%",200,5.6,0
2025-11-04,2024-06-20,"5.85%",225,5.85,0
2025-11-04,2024-06-20,"6.10%",250,6.1,0
2025-11-04,2024-06-21,"0.10%",-300,0.1,0
2025-11-04,2024-06-21,"0.35%",-300,0.35,0
2025-11-04,2024-06-21,"0.60%",-300,0.6,0
2025-11-04,2024-06-21,"0.85%",-275,0.85,0
2025-11-04,2024-06-21,"1.10%",-250,1.1,0
2025-11-04,2024-06-21,"1.35%",-225,1.35,0
2025-11-04,2024-06-21,"1.60%",-200,1.6,0
2025-11-04,2024-06-21,"1.85%",-175,1.85,0
2025-11-04,2024-06-21,"2.10%",-150,2.1,0
2025-11-04,2024-06-21,"2.35%",-125,2.35,0
2025-11-04,2024-06-21,"2.60%",-100,2.6,0.0178920057639683
2025-11-04,2024-06-21,"2.85%",-75,2.85,0.0391235167643054
2025-11-04,2024-06-21,"3.10%",-50,3.1,0.0723307165563493
2025-11-04,2024-06-21,"3.35%",-25,3.35,0.113063979746413
2025-11-04,2024-06-21,"3.60%",0,3.6,0.149434267833901
2025-11-04,2024-06-21,"3.85%",25,3.85,0.166995777037325
2025-11-04,2024-06-21,"4.10%",50,4.1,0.157794589340793
2025-11-04,2024-06-21,"4.35%",75,4.35,0.126069215058812
2025-11-04,2024-06-21,"4.60%",100,4.6,0.085163272199853
2025-11-04,2024-06-21,"4.85%",125,4.85,0.0486424112637752
2025-11-04,2024-06-21,"5.10%",150,5.1,0.0234902484345043
2025-11-04,2024-06-21,"5.35%",175,5.35,0
2025-11-04,2024-06-21,"5.60%",200,5.6,0
2025-11-04,2024-06-21,"5.85%",225,5.85,0
2025-11-04,2024-06-21,"6.10%",250,6.1,0
2025-11-04,2024-06-24,"0.10%",-300,0.1,0
2025-11-04,2024-06-24,"0.35%",-300,0.35,0
2025-11-04,2024-06-24,"0.60%",-300,0.6,0
2025-11-04,2024-06-24,"0.85%",-275,0.85,0
2025-11-04,2024-06-24,"1.10%",-250,1.1,0
2025-11-04,2024-06-24,"1.35%",-225,1.35,0
2025-11-04,2024-06-24,"1.60%",-200,1.6,0
2025-11-04,2024-06-24,"1.85%",-175,1.85,0
2025-11-04,2024-06-24,"2.10%",-150,2.1,0
2025-11-04,2024-06-24,"2.35%",-125,2.35,0
2025-11-04,2024-06-24,"2.60%",-100,2.6,0.0188891931942216
2025-11-04,2024-06-24,"2.85%",-75,2.85,0.0396493172057777
2025-11-04,2024-06-24,"3.10%",-50,3.1,0.0711353443853605
2025-11-04,2024-06-24,"3.35%",-25,3.35,0.109086456193134
2025-11-04,2024-06-24,"3.60%",0,3.6,0.142987478805207
2025-11-04,2024-06-24,"3.85%",25,3.85,0.160203081748126
2025-11-04,2024-06-24,"4.10%",50,4.1,0.153423205810678
2025-11-04,2024-06-24,"4.35%",75,4.35,0.125590833480741
2025-11-04,2024-06-24,"4.60%",100,4.6,0.0878756682161333
2025-11-04,2024-06-24,"4.85%",125,4.85,0.0525554815797894
2025-11-04,2024-06-24,"5.10%",150,5.1,0.026865738434563
2025-11-04,2024-06-24,"5.35%",175,5.35,0.0117382009462692
2025-11-04,2024-06-24,"5.60%",200,5.6,0
2025-11-04,2024-06-24,"5.85%",225,5.85,0
2025-11-04,2024-06-24,"6.10%",250,6.1,0
2025-11-04,2024-06-25,"0.10%",-300,0.1,0
2025-11-04,2024-06-25,"0.35%",-300,0.35,0
2025-11-04,2024-06-25,"0.60%",-300,0.6,0
2025-11-04,2024-06-25,"0.85%",-275,0.85,0
2025-11-04,2024-06-25,"1.10%",-250,1.1,0
2025-11-04,2024-06-25,"1.35%",-225,1.35,0
2025-11-04,2024-06-25,"1.60%",-200,1.6,0
2025-11-04,2024-06-25,"1.85%",-175,1.85,0
2025-11-04,2024-06-25,"2.10%",-150,2.1,0
2025-11-04,2024-06-25,"2.35%",-125,2.35,0
2025-11-04,2024-06-25,"2.60%",-100,2.6,0.0132216406548496
2025-11-04,2024-06-25,"2.85%",-75,2.85,0.0327378828957539
2025-11-04,2024-06-25,"3.10%",-50,3.1,0.0667930597574111
2025-11-04,2024-06-25,"3.35%",-25,3.35,0.112291364726036
2025-11-04,2024-06-25,"3.60%",0,3.6,0.155564175627813
2025-11-04,2024-06-25,"3.85%",25,3.85,0.177594656931975
2025-11-04,2024-06-25,"4.10%",50,4.1,0.167074779860364
2025-11-04,2024-06-25,"4.35%",75,4.35,0.129524201637839
2025-11-04,2024-06-25,"4.60%",100,4.6,0.0827452421408689
2025-11-04,2024-06-25,"4.85%",125,4.85,0.0435587220897228
2025-11-04,2024-06-25,"5.10%",150,5.1,0.0188942736773665
2025-11-04,2024-06-25,"5.35%",175,5.35,0
2025-11-04,2024-06-25,"5.60%",200,5.6,0
2025-11-04,2024-06-25,"5.85%",225,5.85,0
2025-11-04,2024-06-25,"6.10%",250,6.1,0
2025-11-04,2024-06-26,"0.10%",-300,0.1,0
2025-11-04,2024-06-26,"0.35%",-300,0.35,0
2025-11-04,2024-06-26,"0.60%",-300,0.6,0
2025-11-04,2024-06-26,"0.85%",-275,0.85,0
2025-11-04,2024-06-26,"1.10%",-250,1.1,0
2025-11-04,2024-06-26,"1.35%",-225,1.35,0
2025-11-04,2024-06-26,"1.60%",-200,1.6,0
2025-11-04,2024-06-26,"1.85%",-175,1.85,0
2025-11-04,2024-06-26,"2.10%",-150,2.1,0
2025-11-04,2024-06-26,"2.35%",-125,2.35,0
2025-11-04,2024-06-26,"2.60%",-100,2.6,0
2025-11-04,2024-06-26,"2.85%",-75,2.85,0.0177884999083743
2025-11-04,2024-06-26,"3.10%",-50,3.1,0.0412773301024155
2025-11-04,2024-06-26,"3.35%",-25,3.35,0.0791154553139814
2025-11-04,2024-06-26,"3.60%",0,3.6,0.125257897133957
2025-11-04,2024-06-26,"3.85%",25,3.85,0.163815454325965
2025-11-04,2024-06-26,"4.10%",50,4.1,0.176977328352797
