"meeting_date","scrape_date","move","diff_bps","bucket_rate","probability"
2027-03-17,2025-10-01,"0.10%",-300,0.1,0
2027-03-17,2025-10-01,"0.35%",-300,0.35,0
2027-03-17,2025-10-01,"0.60%",-300,0.6,0
2027-03-17,2025-10-01,"0.85%",-275,0.85,0
2027-03-17,2025-10-01,"1.10%",-250,1.1,0
2027-03-17,2025-10-01,"1.35%",-225,1.35,0
2027-03-17,2025-10-01,"1.60%",-200,1.6,0.0122361173439777
2027-03-17,2025-10-01,"1.85%",-175,1.85,0.0230447133095442
2027-03-17,2025-10-01,"2.10%",-150,2.1,0.039299140005267
2027-03-17,2025-10-01,"2.35%",-125,2.35,0.0606849131491656
2027-03-17,2025-10-01,"2.60%",-100,2.6,0.0848527504531567
2027-03-17,2025-10-01,"2.85%",-75,2.85,0.107433523371072
2027-03-17,2025-10-01,"3.10%",-50,3.1,0.123169525959531
2027-03-17,2025-10-01,"3.35%",-25,3.35,0.127866498216899
2027-03-17,2025-10-01,"3.60%",0,3.6,0.120198890697556
2027-03-17,2025-10-01,"3.85%",25,3.85,0.102313775262891
2027-03-17,2025-10-01,"4.10%",50,4.1,0.0788600667059265
2027-03-17,2025-10-01,"4.35%",75,4.35,0.0550387563272906
2027-03-17,2025-10-01,"4.60%",100,4.6,0.0347830159378655
2027-03-17,2025-10-01,"4.85%",125,4.85,0.0199045047785899
2027-03-17,2025-10-01,"5.10%",150,5.1,0.0103138084812672
2027-03-17,2025-10-01,"5.35%",175,5.35,0
2027-03-17,2025-10-01,"5.60%",200,5.6,0
2027-03-17,2025-10-01,"5.85%",225,5.85,0
2027-03-17,2025-10-01,"6.10%",250,6.1,0
2027-03-17,2025-10-02,"0.10%",-300,0.1,0
2027-03-17,2025-10-02,"0.35%",-300,0.35,0
2027-03-17,2025-10-02,"0.60%",-300,0.6,0
2027-03-17,2025-10-02,"0.85%",-275,0.85,0
2027-03-17,2025-10-02,"1.10%",-250,1.1,0
2027-03-17,2025-10-02,"1.35%",-225,1.35,0
2027-03-17,2025-10-02,"1.60%",-200,1.6,0
2027-03-17,2025-10-02,"1.85%",-175,1.85,0.0198223138911694
2027-03-17,2025-10-02,"2.10%",-150,2.1,0.0364557082639823
2027-03-17,2025-10-02,"2.35%",-125,2.35,0.059812914529672
2027-03-17,2025-10-02,"2.60%",-100,2.6,0.0875478141871446
2027-03-17,2025-10-02,"2.85%",-75,2.85,0.114319061230322
2027-03-17,2025-10-02,"3.10%",-50,3.1,0.133173084088424
2027-03-17,2025-10-02,"3.35%",-25,3.35,0.138401110226036
2027-03-17,2025-10-02,"3.60%",0,3.6,0.128318186085636
2027-03-17,2025-10-02,"3.85%",25,3.85,0.106135813475368
2027-03-17,2025-10-02,"4.10%",50,4.1,0.0783176686738261
2027-03-17,2025-10-02,"4.35%",75,4.35,0.0515560858783748
2027-03-17,2025-10-02,"4.60%",100,4.6,0.0302775155344867
2027-03-17,2025-10-02,"4.85%",125,4.85,0.0158627239355576
2027-03-17,2025-10-02,"5.10%",150,5.1,0
2027-03-17,2025-10-02,"5.35%",175,5.35,0
2027-03-17,2025-10-02,"5.60%",200,5.6,0
2027-03-17,2025-10-02,"5.85%",225,5.85,0
2027-03-17,2025-10-02,"6.10%",250,6.1,0
2027-03-17,2025-10-05,"0.10%",-300,0.1,0
2027-03-17,2025-10-05,"0.35%",-300,0.35,0
2027-03-17,2025-10-05,"0.60%",-300,0.6,0
2027-03-17,2025-10-05,"0.85%",-275,0.85,0
2027-03-17,2025-10-05,"1.10%",-250,1.1,0
2027-03-17,2025-10-05,"1.35%",-225,1.35,0
2027-03-17,2025-10-05,"1.60%",-200,1.6,0
2027-03-17,2025-10-05,"1.85%",-175,1.85,0
2027-03-17,2025-10-05,"2.10%",-150,2.1,0.024269926435939
2027-03-17,2025-10-05,"2.35%",-125,2.35,0.0494882364146267
2027-03-17,2025-10-05,"2.60%",-100,2.6,0.0856213647448911
2027-03-17,2025-10-05,"2.85%",-75,2.85,0.125694964504538
2027-03-17,2025-10-05,"3.10%",-50,3.1,0.156572504631267
2027-03-17,2025-10-05,"3.35%",-25,3.35,0.165492626539702
2027-03-17,2025-10-05,"3.60%",0,3.6,0.148425408207093
2027-03-17,2025-10-05,"3.85%",25,3.85,0.112954229444771
2027-03-17,2025-10-05,"4.10%",50,4.1,0.072938505768128
2027-03-17,2025-10-05,"4.35%",75,4.35,0.0399635602832428
2027-03-17,2025-10-05,"4.60%",100,4.6,0.0185786730258024
2027-03-17,2025-10-05,"4.85%",125,4.85,0
2027-03-17,2025-10-05,"5.10%",150,5.1,0
2027-03-17,2025-10-05,"5.35%",175,5.35,0
2027-03-17,2025-10-05,"5.60%",200,5.6,0
2027-03-17,2025-10-05,"5.85%",225,5.85,0
