date,cash_rate,scrape_date
2022-10-01,2.525,2022-10-25
2022-11-01,2.82,2022-10-25
2022-12-01,3.015,2022-10-25
2023-01-01,3.065,2022-10-25
2023-02-01,3.235,2022-10-25
2023-03-01,3.455,2022-10-25
2023-04-01,3.7,2022-10-25
2023-05-01,3.935,2022-10-25
2023-06-01,4.03,2022-10-25
2023-07-01,4.12,2022-10-25
2023-08-01,4.18,2022-10-25
2023-09-01,4.215,2022-10-25
2023-10-01,4.25,2022-10-25
2023-11-01,4.255,2022-10-25
2023-12-01,4.245,2022-10-25
2024-01-01,4.245,2022-10-25
2024-02-01,4.235,2022-10-25
2024-03-01,4.21,2022-10-25
