date,cash_rate,scrape_date
2023-09-01,4.064999999999998,2023-09-25
2023-10-01,4.084999999999994,2023-09-25
2023-11-01,4.1499999999999915,2023-09-25
2023-12-01,4.200000000000003,2023-09-25
2024-01-01,4.204999999999998,2023-09-25
2024-02-01,4.259999999999991,2023-09-25
2024-03-01,4.284999999999997,2023-09-25
2024-04-01,4.295000000000002,2023-09-25
2024-05-01,4.299999999999997,2023-09-25
2024-06-01,4.295000000000002,2023-09-25
2024-07-01,4.284999999999997,2023-09-25
2024-08-01,4.269999999999996,2023-09-25
2024-09-01,4.259999999999991,2023-09-25
2024-10-01,4.230000000000004,2023-09-25
2024-11-01,4.200000000000003,2023-09-25
2024-12-01,4.159999999999997,2023-09-25
2025-01-01,4.140000000000001,2023-09-25
2025-02-01,4.099999999999994,2023-09-25
