date,cash_rate,scrape_date
2023-01-01,3.2065,2023-01-24
2023-02-01,3.271,2023-01-24
2023-03-01,3.335,2023-01-24
2023-04-01,3.41,2023-01-24
2023-05-01,3.475,2023-01-24
2023-06-01,3.5,2023-01-24
2023-07-01,3.55,2023-01-24
2023-08-01,3.575,2023-01-24
2023-09-01,3.56,2023-01-24
2023-10-01,3.55,2023-01-24
2023-11-01,3.53,2023-01-24
2023-12-01,3.5,2023-01-24
2024-01-01,3.495,2023-01-24
2024-02-01,3.465,2023-01-24
2024-03-01,3.4295,2023-01-24
2024-04-01,2.338,2023-01-24
2024-05-01,3.35,2023-01-24
2024-06-01,3.2305,2023-01-24
