date,cash_rate,scrape_date
2026-09-01,4.349999999999994,2026-09-01
2026-10-01,4.484999999999999,2026-09-01
2026-11-01,4.594999999999999,2026-09-01
2026-12-01,4.625,2026-09-01
2027-01-01,4.635000000000005,2026-09-01
2027-02-01,4.679999999999993,2026-09-01
2027-03-01,4.700000000000003,2026-09-01
2027-04-01,4.700000000000003,2026-09-01
2027-05-01,4.700000000000003,2026-09-01
2027-06-01,4.700000000000003,2026-09-01
2027-07-01,4.704999999999998,2026-09-01
2027-08-01,4.694999999999993,2026-09-01
2027-09-01,4.689999999999998,2026-09-01
2027-10-01,4.674999999999997,2026-09-01
2027-11-01,4.644999999999996,2026-09-01
2027-12-01,4.625,2026-09-01
2028-01-01,4.609999999999999,2026-09-01
2028-02-01,4.584999999999994,2026-09-01
