date,cash_rate,scrape_date
2026-04-01,4.094999999999999,2026-04-28
2026-05-01,4.259999999999991,2026-04-28
2026-06-01,4.334999999999994,2026-04-28
2026-07-01,4.390000000000001,2026-04-28
2026-08-01,4.4950000000000045,2026-04-28
2026-09-01,4.554999999999993,2026-04-28
2026-10-01,4.644999999999996,2026-04-28
2026-11-01,4.730000000000004,2026-04-28
2026-12-01,4.7450000000000045,2026-04-28
2027-01-01,4.739999999999995,2026-04-28
2027-02-01,4.75,2026-04-28
2027-03-01,4.7450000000000045,2026-04-28
2027-04-01,4.739999999999995,2026-04-28
2027-05-01,4.719999999999999,2026-04-28
2027-06-01,4.709999999999994,2026-04-28
2027-07-01,4.689999999999998,2026-04-28
2027-08-01,4.670000000000002,2026-04-28
2027-09-01,4.655000000000001,2026-04-28
