date,cash_rate,scrape_date
2022-11-01,2.795,2022-11-04
2022-12-01,3.005,2022-11-04
2023-01-01,3.05,2022-11-04
2023-02-01,3.24,2022-11-04
2023-03-01,3.47,2022-11-04
2023-04-01,3.69,2022-11-04
2023-05-01,3.86,2022-11-04
2023-06-01,3.955,2022-11-04
2023-07-01,4.05,2022-11-04
2023-08-01,4.105,2022-11-04
2023-09-01,4.13,2022-11-04
2023-10-01,4.135,2022-11-04
2023-11-01,4.135,2022-11-04
2023-12-01,4.13,2022-11-04
2024-01-01,4.125,2022-11-04
2024-02-01,4.135,2022-11-04
2024-03-01,4.125,2022-11-04
2024-04-01,4.095,2022-11-04
