date,cash_rate,scrape_date
2023-02-01,3.255,2023-02-10
2023-03-01,3.485,2023-02-10
2023-04-01,3.695,2023-02-10
2023-05-01,3.87,2023-02-10
2023-06-01,3.95,2023-02-10
2023-07-01,4.005,2023-02-10
2023-08-01,4.03,2023-02-10
2023-09-01,4.015,2023-02-10
2023-10-01,3.99,2023-02-10
2023-11-01,3.96,2023-02-10
2023-12-01,3.915,2023-02-10
2024-01-01,3.905,2023-02-10
2024-02-01,3.87,2023-02-10
2024-03-01,3.82,2023-02-10
2024-04-01,3.765,2023-02-10
2024-05-01,3.72,2023-02-10
2024-06-01,3.67,2023-02-10
2024-07-01,3.615,2023-02-10
