date,cash_rate,scrape_date
2023-06-01,3.895,2023-06-02
2023-07-01,4,2023-06-02
2023-08-01,4.09,2023-06-02
2023-09-01,4.1,2023-06-02
2023-10-01,4.08,2023-06-02
2023-11-01,4.04,2023-06-02
2023-12-01,4.01,2023-06-02
2024-01-01,3.995,2023-06-02
2024-02-01,3.95,2023-06-02
2024-03-01,3.895,2023-06-02
2024-04-01,3.835,2023-06-02
2024-05-01,3.79,2023-06-02
2024-06-01,3.72,2023-06-02
2024-07-01,3.685,2023-06-02
2024-08-01,3.645,2023-06-02
2024-09-01,3.59,2023-06-02
2024-10-01,3.51,2023-06-02
2024-11-01,3.465,2023-06-02
