date,cash_rate,scrape_date
2025-01-01,4.334999999999994,2025-01-07
2025-02-01,4.2749999999999915,2025-01-07
2025-03-01,4.164999999999992,2025-01-07
2025-04-01,4.045000000000002,2025-01-07
2025-05-01,3.980000000000004,2025-01-07
2025-06-01,3.884999999999991,2025-01-07
2025-07-01,3.8499999999999943,2025-01-07
2025-08-01,3.780000000000001,2025-01-07
2025-09-01,3.75,2025-01-07
2025-10-01,3.700000000000003,2025-01-07
2025-11-01,3.6599999999999966,2025-01-07
2025-12-01,3.6299999999999955,2025-01-07
2026-01-01,3.625,2025-01-07
2026-02-01,3.6099999999999994,2025-01-07
2026-03-01,3.6099999999999994,2025-01-07
2026-04-01,3.6099999999999994,2025-01-07
2026-05-01,3.614999999999995,2025-01-07
2026-06-01,3.625,2025-01-07
