date,cash_rate,scrape_date
2025-02-01,4.2549999999999955,2025-02-11
2025-03-01,4.109999999999999,2025-02-11
2025-04-01,4.0249999999999915,2025-02-11
2025-05-01,3.944999999999993,2025-02-11
2025-06-01,3.825000000000003,2025-02-11
2025-07-01,3.7749999999999915,2025-02-11
2025-08-01,3.674999999999997,2025-02-11
2025-09-01,3.614999999999995,2025-02-11
2025-10-01,3.5799999999999983,2025-02-11
2025-11-01,3.5450000000000017,2025-02-11
2025-12-01,3.519999999999996,2025-02-11
2026-01-01,3.509999999999991,2025-02-11
2026-02-01,3.4950000000000045,2025-02-11
2026-03-01,3.4950000000000045,2025-02-11
2026-04-01,3.489999999999995,2025-02-11
2026-05-01,3.4950000000000045,2025-02-11
2026-06-01,3.5,2025-02-11
2026-07-01,3.5049999999999955,2025-02-11
