date,cash_rate,scrape_date
2023-05-01,3.59,2023-05-02
2023-06-01,3.625,2023-05-02
2023-07-01,3.66,2023-05-02
2023-08-01,3.695,2023-05-02
2023-09-01,3.695,2023-05-02
2023-10-01,3.665,2023-05-02
2023-11-01,3.635,2023-05-02
2023-12-01,3.585,2023-05-02
2024-01-01,3.57,2023-05-02
2024-02-01,3.53,2023-05-02
2024-03-01,3.48,2023-05-02
2024-04-01,3.425,2023-05-02
2024-05-01,3.385,2023-05-02
2024-06-01,3.345,2023-05-02
2024-07-01,3.31,2023-05-02
2024-08-01,3.285,2023-05-02
2024-09-01,3.25,2023-05-02
2024-10-01,3.25,2023-05-02
