date,cash_rate,scrape_date
2023-06-01,4.015,2023-06-22
2023-07-01,4.16,2023-06-22
2023-08-01,4.32,2023-06-22
2023-09-01,4.4,2023-06-22
2023-10-01,4.47,2023-06-22
2023-11-01,4.505,2023-06-22
2023-12-01,4.505,2023-06-22
2024-01-01,4.495,2023-06-22
2024-02-01,4.48,2023-06-22
2024-03-01,4.45,2023-06-22
2024-04-01,4.415,2023-06-22
2024-05-01,4.39,2023-06-22
2024-06-01,4.33,2023-06-22
2024-07-01,4.28,2023-06-22
2024-08-01,4.245,2023-06-22
2024-09-01,4.185,2023-06-22
2024-10-01,4.15,2023-06-22
2024-11-01,4.095,2023-06-22
