date,cash_rate,scrape_date
2026-05-01,4.304999999999993,2026-05-18
2026-06-01,4.364999999999995,2026-05-18
2026-07-01,4.390000000000001,2026-05-18
2026-08-01,4.489999999999995,2026-05-18
2026-09-01,4.549999999999997,2026-05-18
2026-10-01,4.6200000000000045,2026-05-18
2026-11-01,4.709999999999994,2026-05-18
2026-12-01,4.724999999999994,2026-05-18
2027-01-01,4.730000000000004,2026-05-18
2027-02-01,4.734999999999999,2026-05-18
2027-03-01,4.734999999999999,2026-05-18
2027-04-01,4.730000000000004,2026-05-18
2027-05-01,4.715000000000003,2026-05-18
2027-06-01,4.709999999999994,2026-05-18
2027-07-01,4.694999999999993,2026-05-18
2027-08-01,4.679999999999993,2026-05-18
2027-09-01,4.664999999999992,2026-05-18
2027-10-01,4.6499999999999915,2026-05-18
