date,cash_rate,scrape_date
2025-05-01,4,2025-05-29
2025-06-01,3.8299999999999983,2025-05-29
2025-07-01,3.730000000000004,2025-05-29
2025-08-01,3.5549999999999926,2025-05-29
2025-09-01,3.4599999999999937,2025-05-29
2025-10-01,3.3799999999999955,2025-05-29
2025-11-01,3.239999999999995,2025-05-29
2025-12-01,3.1799999999999926,2025-05-29
2026-01-01,3.1599999999999966,2025-05-29
2026-02-01,3.0999999999999943,2025-05-29
2026-03-01,3.0799999999999983,2025-05-29
2026-04-01,3.0600000000000023,2025-05-29
2026-05-01,3.0450000000000017,2025-05-29
2026-06-01,3.0450000000000017,2025-05-29
2026-07-01,3.0450000000000017,2025-05-29
2026-08-01,3.049999999999997,2025-05-29
2026-09-01,3.0549999999999926,2025-05-29
2026-10-01,3.069999999999993,2025-05-29
