dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-12-29,2025-11-27,2025-11-27,96.41,96.405,0.0049999999999954525,0.005186452984798975,0,0,96.41,97.19,96.405,96.41,96.41,15,15,895208763,IBZ2025,2025-12-01,2025-11-27,2025-11-28T03:06:38Z,3.5900000000000034
2026-01-28,2025-11-26,2025-11-27,96.41,96.405,-0.0049999999999954525,-0.00518618400580381,-0.005,-0.005,96.405,97.105,96.405,96.405,96.41,0,0,919010878,IBF2026,2026-01-01,2025-11-27,2025-11-28T03:06:38Z,3.5900000000000034
2026-02-25,2025-11-28,2025-11-27,96.415,96.41,-0.05499999999999261,-0.05701254275939941,-0.015,-0.016,96.415,97.065,96.41,96.415,96.43,522,522,928464846,IBG2026,2026-02-01,2025-11-27,2025-11-28T03:06:38Z,3.5849999999999937
2026-03-29,2025-11-27,2025-11-27,96.42,96.41,-0.060000000000002274,-0.06218905472637051,-0.005,-0.005,96.42,97.105,96.41,96.42,96.425,1095,1095,935346173,IBH2026,2026-03-01,2025-11-27,2025-11-28T03:06:38Z,3.5799999999999983
2026-04-28,2025-11-27,2025-11-27,96.425,96.405,-0.060000000000002274,-0.06217938753303515,0.015,0.016,96.435,96.925,96.415,96.435,96.435,50,50,941648808,IBJ2026,2026-04-01,2025-11-27,2025-11-28T03:06:38Z,3.5649999999999977
2026-05-27,2025-11-26,2025-11-27,96.41,96.38,-0.10999999999999943,-0.11396601740571843,-0.105,-0.109,96.41,97.015,96.41,96.41,96.435,0,0,949242588,IBK2026,2026-05-01,2025-11-27,2025-11-28T03:06:38Z,3.5649999999999977
2026-06-28,2025-11-18,2025-11-27,96.4,96.38,0,0,0.02,0.021,96.52,96.97500000000001,96.52,96.52,96.43,0,0,955528239,IBM2026,2026-06-01,2025-11-27,2025-11-28T03:06:38Z,3.569999999999993
2026-07-29,NA,2025-11-27,96.39,96.36,NA,0,NA,NA,NA,NA,NA,NA,96.425,0,0,962344067,IBN2026,2026-07-01,2025-11-27,2025-11-28T03:06:38Z,NA
2026-08-29,NA,2025-11-27,96.37,96.34,NA,0,NA,NA,NA,NA,NA,NA,96.41,0,0,969160575,IBQ2026,2026-08-01,2025-11-27,2025-11-28T03:06:38Z,NA
2026-09-28,2025-11-26,2025-11-27,96.36,96.33,-0.11499999999999488,-0.11916481011346033,-0.12,-0.124,96.39,96.86500000000001,96.39,96.39,96.4,0,0,976225343,IBU2026,2026-09-01,2025-11-27,2025-11-28T03:06:38Z,3.5999999999999943
2026-10-28,2025-11-26,2025-11-27,96.345,96.315,-0.14000000000000057,-0.14507772020725448,-0.14,-0.145,96.36,96.86500000000001,96.36,96.36,96.385,0,0,983956682,IBV2026,2026-10-01,2025-11-27,2025-11-28T03:06:38Z,3.614999999999995
2026-11-28,2025-11-04,2025-11-27,96.325,96.295,0.09499999999999886,0.0984609006581322,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.36500000000001,0,0,990482019,IBX2026,2026-11-01,2025-11-27,2025-11-28T03:06:38Z,3.634999999999991
2026-12-29,2025-11-04,2025-11-27,96.31,96.28,0.09000000000000341,0.0932932517881242,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.35000000000001,0,0,996839036,IBZ2026,2026-12-01,2025-11-27,2025-11-28T03:06:38Z,3.6499999999999915
2027-01-27,NA,2025-11-27,96.305,96.275,NA,0,NA,NA,NA,NA,NA,NA,96.35000000000001,0,0,1004041830,IBF2027,2027-01-01,2025-11-27,2025-11-28T03:06:38Z,NA
2027-02-24,NA,2025-11-27,96.29,96.26,NA,0,NA,NA,NA,NA,NA,NA,96.33,0,0,1010033436,IBG2027,2027-02-01,2025-11-27,2025-11-28T03:06:38Z,NA
2027-03-29,NA,2025-11-27,96.275,96.245,NA,0,NA,NA,NA,NA,NA,NA,96.32000000000001,0,0,1016946091,IBH2027,2027-03-01,2025-11-27,2025-11-28T03:06:38Z,NA
2027-04-28,NA,2025-11-27,96.265,96.235,NA,0,NA,NA,NA,NA,NA,NA,96.31,0,0,1026315950,IBJ2027,2027-04-01,2025-11-27,2025-11-28T03:06:38Z,NA
