date,cash_rate,scrape_date
2022-09-01,2.205,2022-09-08
2022-10-01,2.605,2022-09-08
2022-11-01,2.95,2022-09-08
2022-12-01,3.17,2022-09-08
2023-01-01,3.225,2022-09-08
2023-02-01,3.405,2022-09-08
2023-03-01,3.555,2022-09-08
2023-04-01,3.655,2022-09-08
2023-05-01,3.7,2022-09-08
2023-06-01,3.74,2022-09-08
2023-07-01,3.765,2022-09-08
2023-08-01,3.765,2022-09-08
2023-09-01,3.745,2022-09-08
2023-10-01,3.72,2022-09-08
2023-11-01,3.7,2022-09-08
2023-12-01,3.68,2022-09-08
2024-01-01,3.675,2022-09-08
2024-02-01,3.67,2022-09-08
