date,cash_rate,scrape_date
2026-05-01,4.259999999999991,2026-04-30
2026-06-01,4.334999999999994,2026-04-30
2026-07-01,4.384999999999991,2026-04-30
2026-08-01,4.4950000000000045,2026-04-30
2026-09-01,4.560000000000002,2026-04-30
2026-10-01,4.670000000000002,2026-04-30
2026-11-01,4.760000000000005,2026-04-30
2026-12-01,4.780000000000001,2026-04-30
2027-01-01,4.784999999999997,2026-04-30
2027-02-01,4.795000000000002,2026-04-30
2027-03-01,4.799999999999997,2026-04-30
2027-04-01,4.795000000000002,2026-04-30
2027-05-01,4.784999999999997,2026-04-30
2027-06-01,4.7749999999999915,2026-04-30
2027-07-01,4.760000000000005,2026-04-30
2027-08-01,4.739999999999995,2026-04-30
2027-09-01,4.724999999999994,2026-04-30
