date,cash_rate,scrape_date
2022-06-01,0.7,2022-06-17
2022-07-01,1.305,2022-06-17
2022-08-01,1.92,2022-06-17
2022-09-01,2.345,2022-06-17
2022-10-01,2.86,2022-06-17
2022-11-01,3.385,2022-06-17
2022-12-01,3.71,2022-06-17
2023-01-01,3.8,2022-06-17
2023-02-01,4.075,2022-06-17
2023-03-01,4.225,2022-06-17
2023-04-01,4.27,2022-06-17
2023-05-01,4.29,2022-06-17
2023-06-01,4.295,2022-06-17
2023-07-01,4.295,2022-06-17
2023-08-01,4.29,2022-06-17
2023-09-01,4.285,2022-06-17
2023-10-01,4.255,2022-06-17
2023-11-01,4.215,2022-06-17
