date,cash_rate,scrape_date
2022-10-01,2.52,2022-10-05
2022-11-01,2.78,2022-10-05
2022-12-01,2.93,2022-10-05
2023-01-01,2.955,2022-10-05
2023-02-01,3.11,2022-10-05
2023-03-01,3.265,2022-10-05
2023-04-01,3.43,2022-10-05
2023-05-01,3.555,2022-10-05
2023-06-01,3.56,2022-10-05
2023-07-01,3.57,2022-10-05
2023-08-01,3.565,2022-10-05
2023-09-01,3.55,2022-10-05
2023-10-01,3.53,2022-10-05
2023-11-01,3.52,2022-10-05
2023-12-01,3.515,2022-10-05
2024-01-01,3.515,2022-10-05
2024-02-01,3.515,2022-10-05
2024-03-01,3.51,2022-10-05
