date,cash_rate,scrape_date
2023-03-01,3.495,2023-03-07
2023-04-01,3.705,2023-03-07
2023-05-01,3.865,2023-03-07
2023-06-01,3.96,2023-03-07
2023-07-01,4.045,2023-03-07
2023-08-01,4.12,2023-03-07
2023-09-01,4.15,2023-03-07
2023-10-01,4.155,2023-03-07
2023-11-01,4.155,2023-03-07
2023-12-01,4.135,2023-03-07
2024-01-01,4.135,2023-03-07
2024-02-01,4.11,2023-03-07
2024-03-01,4.085,2023-03-07
2024-04-01,4.035,2023-03-07
2024-05-01,3.995,2023-03-07
2024-06-01,3.945,2023-03-07
2024-07-01,3.89,2023-03-07
2024-08-01,3.845,2023-03-07
