date,cash_rate,scrape_date
2024-03-01,4.314999999999998,2024-03-13
2024-04-01,4.304999999999993,2024-03-13
2024-05-01,4.2749999999999915,2024-03-13
2024-06-01,4.2450000000000045,2024-03-13
2024-07-01,4.200000000000003,2024-03-13
2024-08-01,4.125,2024-03-13
2024-09-01,4.090000000000003,2024-03-13
2024-10-01,4.030000000000001,2024-03-13
2024-11-01,3.944999999999993,2024-03-13
2024-12-01,3.8900000000000006,2024-03-13
2025-01-01,3.8700000000000045,2024-03-13
2025-02-01,3.7950000000000017,2024-03-13
2025-03-01,3.7549999999999955,2024-03-13
2025-04-01,3.719999999999999,2024-03-13
2025-05-01,3.6799999999999926,2024-03-13
2025-06-01,3.6499999999999915,2024-03-13
2025-07-01,3.625,2024-03-13
2025-08-01,3.594999999999999,2024-03-13
