date,cash_rate,scrape_date
2024-09-01,4.334999999999994,2024-09-18
2024-10-01,4.325000000000003,2024-09-18
2024-11-01,4.259999999999991,2024-09-18
2024-12-01,4.159999999999997,2024-09-18
2025-01-01,4.114999999999995,2024-09-18
2025-02-01,4.034999999999997,2024-09-18
2025-03-01,3.894999999999996,2024-09-18
2025-04-01,3.6899999999999977,2024-09-18
2025-05-01,3.5900000000000034,2024-09-18
2025-06-01,3.450000000000003,2024-09-18
2025-07-01,3.384999999999991,2024-09-18
2025-08-01,3.3149999999999977,2024-09-18
2025-09-01,3.2849999999999966,2024-09-18
2025-10-01,3.2150000000000034,2024-09-18
2025-11-01,3.1700000000000017,2024-09-18
2025-12-01,3.1400000000000006,2024-09-18
2026-01-01,3.125,2024-09-18
2026-02-01,3.094999999999999,2024-09-18
