date,cash_rate,scrape_date
2025-04-01,4.079999999999998,2025-04-14
2025-05-01,3.950000000000003,2025-04-14
2025-06-01,3.7349999999999994,2025-04-14
2025-07-01,3.5349999999999966,2025-04-14
2025-08-01,3.289999999999992,2025-04-14
2025-09-01,3.1850000000000023,2025-04-14
2025-10-01,3.039999999999992,2025-04-14
2025-11-01,2.905000000000001,2025-04-14
2025-12-01,2.8999999999999915,2025-04-14
2026-01-01,2.8900000000000006,2025-04-14
2026-02-01,2.8700000000000045,2025-04-14
2026-03-01,2.864999999999995,2025-04-14
2026-04-01,2.864999999999995,2025-04-14
2026-05-01,2.8700000000000045,2025-04-14
2026-06-01,2.8799999999999955,2025-04-14
2026-07-01,2.8900000000000006,2025-04-14
2026-08-01,2.905000000000001,2025-04-14
2026-09-01,2.914999999999992,2025-04-14
