date,cash_rate,scrape_date
2022-09-01,2.205,2022-09-20
2022-10-01,2.67,2022-09-20
2022-11-01,3.06,2022-09-20
2022-12-01,3.295,2022-09-20
2023-01-01,3.35,2022-09-20
2023-02-01,3.51,2022-09-20
2023-03-01,3.69,2022-09-20
2023-04-01,3.835,2022-09-20
2023-05-01,3.895,2022-09-20
2023-06-01,3.9,2022-09-20
2023-07-01,3.9,2022-09-20
2023-08-01,3.87,2022-09-20
2023-09-01,3.865,2022-09-20
2023-10-01,3.845,2022-09-20
2023-11-01,3.825,2022-09-20
2023-12-01,3.785,2022-09-20
2024-01-01,3.78,2022-09-20
2024-02-01,3.755,2022-09-20
