date,cash_rate,scrape_date
2023-01-01,3.2065,2023-01-22
2023-02-01,3.21,2023-01-22
2023-03-01,3.33,2023-01-22
2023-04-01,3.39,2023-01-22
2023-05-01,3.445,2023-01-22
2023-06-01,3.48,2023-01-22
2023-07-01,3.51,2023-01-22
2023-08-01,3.53,2023-01-22
2023-09-01,3.54,2023-01-22
2023-10-01,3.515,2023-01-22
2023-11-01,3.51,2023-01-22
2023-12-01,3.475,2023-01-22
2024-01-01,3.47,2023-01-22
2024-02-01,3.44,2023-01-22
2024-03-01,3.39,2023-01-22
2024-04-01,3.345,2023-01-22
2024-05-01,3.305,2023-01-22
2024-06-01,3.255,2023-01-22
