date,cash_rate,scrape_date
2026-03-01,3.914999999999992,2026-03-16
2026-04-01,4.0049999999999955,2026-03-16
2026-05-01,4.1499999999999915,2026-03-16
2026-06-01,4.204999999999998,2026-03-16
2026-07-01,4.239999999999995,2026-03-16
2026-08-01,4.344999999999999,2026-03-16
2026-09-01,4.405000000000001,2026-03-16
2026-10-01,4.465000000000003,2026-03-16
2026-11-01,4.549999999999997,2026-03-16
2026-12-01,4.569999999999993,2026-03-16
2027-01-01,4.569999999999993,2026-03-16
2027-02-01,4.575000000000003,2026-03-16
2027-03-01,4.575000000000003,2026-03-16
2027-04-01,4.569999999999993,2026-03-16
2027-05-01,4.554999999999993,2026-03-16
2027-06-01,4.545000000000002,2026-03-16
2027-07-01,4.519999999999996,2026-03-16
2027-08-01,4.510000000000005,2026-03-16
