date,cash_rate,scrape_date
2022-11-01,2.795,2022-11-16
2022-12-01,2.975,2022-11-16
2023-01-01,3.015,2022-11-16
2023-02-01,3.19,2022-11-16
2023-03-01,3.36,2022-11-16
2023-04-01,3.515,2022-11-16
2023-05-01,3.65,2022-11-16
2023-06-01,3.72,2022-11-16
2023-07-01,3.79,2022-11-16
2023-08-01,3.845,2022-11-16
2023-09-01,3.88,2022-11-16
2023-10-01,3.9,2022-11-16
2023-11-01,3.9,2022-11-16
2023-12-01,3.885,2022-11-16
2024-01-01,3.88,2022-11-16
2024-02-01,3.875,2022-11-16
2024-03-01,3.855,2022-11-16
2024-04-01,3.835,2022-11-16
