date,cash_rate,scrape_date
2023-03-01,3.51,2023-03-08
2023-04-01,3.685,2023-03-08
2023-05-01,3.815,2023-03-08
2023-06-01,3.9,2023-03-08
2023-07-01,3.965,2023-03-08
2023-08-01,3.975,2023-03-08
2023-09-01,4.005,2023-03-08
2023-10-01,4.01,2023-03-08
2023-11-01,4.01,2023-03-08
2023-12-01,3.955,2023-03-08
2024-01-01,3.955,2023-03-08
2024-02-01,3.93,2023-03-08
2024-03-01,3.905,2023-03-08
2024-04-01,3.855,2023-03-08
2024-05-01,3.815,2023-03-08
2024-06-01,3.765,2023-03-08
2024-07-01,3.71,2023-03-08
2024-08-01,3.665,2023-03-08
