date,cash_rate,scrape_date
2023-05-01,3.795,2023-05-03
2023-06-01,3.85,2023-05-03
2023-07-01,3.905,2023-05-03
2023-08-01,3.96,2023-05-03
2023-09-01,3.965,2023-05-03
2023-10-01,3.95,2023-05-03
2023-11-01,3.92,2023-05-03
2023-12-01,3.86,2023-05-03
2024-01-01,3.855,2023-05-03
2024-02-01,3.815,2023-05-03
2024-03-01,3.755,2023-05-03
2024-04-01,3.695,2023-05-03
2024-05-01,3.655,2023-05-03
2024-06-01,3.615,2023-05-03
2024-07-01,3.575,2023-05-03
2024-08-01,3.53,2023-05-03
2024-09-01,3.475,2023-05-03
2024-10-01,3.38,2023-05-03
