date,cash_rate,scrape_date
2022-09-01,2.205,2022-09-28
2022-10-01,2.68,2022-09-28
2022-11-01,3.105,2022-09-28
2022-12-01,3.36,2022-09-28
2023-01-01,3.425,2022-09-28
2023-02-01,3.605,2022-09-28
2023-03-01,3.835,2022-09-28
2023-04-01,4.1,2022-09-28
2023-05-01,4.28,2022-09-28
2023-06-01,4.3,2022-09-28
2023-07-01,4.31,2022-09-28
2023-08-01,4.31,2022-09-28
2023-09-01,4.31,2022-09-28
2023-10-01,4.305,2022-09-28
2023-11-01,4.29,2022-09-28
2023-12-01,4.25,2022-09-28
2024-01-01,4.245,2022-09-28
2024-02-01,4.23,2022-09-28
