date,cash_rate,scrape_date
2024-10-01,4.334999999999994,2024-10-30
2024-11-01,4.329999999999998,2024-10-30
2024-12-01,4.304999999999993,2024-10-30
2025-01-01,4.295000000000002,2024-10-30
2025-02-01,4.265000000000001,2024-10-30
2025-03-01,4.204999999999998,2024-10-30
2025-04-01,4.1499999999999915,2024-10-30
2025-05-01,4.109999999999999,2024-10-30
2025-06-01,4.034999999999997,2024-10-30
2025-07-01,3.980000000000004,2024-10-30
2025-08-01,3.914999999999992,2024-10-30
2025-09-01,3.884999999999991,2024-10-30
2025-10-01,3.8400000000000034,2024-10-30
2025-11-01,3.799999999999997,2024-10-30
2025-12-01,3.759999999999991,2024-10-30
2026-01-01,3.7450000000000045,2024-10-30
2026-02-01,3.7049999999999983,2024-10-30
2026-03-01,3.6850000000000023,2024-10-30
