date,cash_rate,scrape_date
2022-06-01,0.56,2022-06-07
2022-07-01,0.92,2022-06-07
2022-08-01,1.335,2022-06-07
2022-09-01,1.65,2022-06-07
2022-10-01,2.03,2022-06-07
2022-11-01,2.43,2022-06-07
2022-12-01,2.695,2022-06-07
2023-01-01,2.76,2022-06-07
2023-02-01,3.01,2022-06-07
2023-03-01,3.18,2022-06-07
2023-04-01,3.35,2022-06-07
2023-05-01,3.505,2022-06-07
2023-06-01,3.53,2022-06-07
2023-07-01,3.535,2022-06-07
2023-08-01,3.535,2022-06-07
2023-09-01,3.535,2022-06-07
2023-10-01,3.535,2022-06-07
2023-11-01,3.535,2022-06-07
