date,cash_rate,scrape_date
2023-04-01,3.565,2023-04-12
2023-05-01,3.62,2023-04-12
2023-06-01,3.63,2023-04-12
2023-07-01,3.62,2023-04-12
2023-08-01,3.595,2023-04-12
2023-09-01,3.575,2023-04-12
2023-10-01,3.535,2023-04-12
2023-11-01,3.49,2023-04-12
2023-12-01,3.415,2023-04-12
2024-01-01,3.385,2023-04-12
2024-02-01,3.34,2023-04-12
2024-03-01,3.3,2023-04-12
2024-04-01,3.27,2023-04-12
2024-05-01,3.23,2023-04-12
2024-06-01,3.18,2023-04-12
2024-07-01,3.13,2023-04-12
2024-08-01,3.1,2023-04-12
2024-09-01,3.06,2023-04-12
