date,cash_rate,scrape_date
2025-04-01,4.075000000000003,2025-04-10
2025-05-01,3.9599999999999937,2025-04-10
2025-06-01,3.7549999999999955,2025-04-10
2025-07-01,3.5549999999999926,2025-04-10
2025-08-01,3.3349999999999937,2025-04-10
2025-09-01,3.2150000000000034,2025-04-10
2025-10-01,3.049999999999997,2025-04-10
2025-11-01,2.9200000000000017,2025-04-10
2025-12-01,2.914999999999992,2025-04-10
2026-01-01,2.8999999999999915,2025-04-10
2026-02-01,2.875,2025-04-10
2026-03-01,2.864999999999995,2025-04-10
2026-04-01,2.8499999999999943,2025-04-10
2026-05-01,2.8499999999999943,2025-04-10
2026-06-01,2.864999999999995,2025-04-10
2026-07-01,2.875,2025-04-10
2026-08-01,2.894999999999996,2025-04-10
2026-09-01,2.9099999999999966,2025-04-10
