date,cash_rate,scrape_date
2026-01-01,3.594999999999999,2026-01-05
2026-02-01,3.6700000000000017,2026-01-05
2026-03-01,3.6899999999999977,2026-01-05
2026-04-01,3.694999999999993,2026-01-05
2026-05-01,3.789999999999992,2026-01-05
2026-06-01,3.8149999999999977,2026-01-05
2026-07-01,3.8299999999999983,2026-01-05
2026-08-01,3.894999999999996,2026-01-05
2026-09-01,3.9299999999999926,2026-01-05
2026-10-01,3.944999999999993,2026-01-05
2026-11-01,3.980000000000004,2026-01-05
2026-12-01,4,2026-01-05
2027-01-01,4.0049999999999955,2026-01-05
2027-02-01,4.019999999999996,2026-01-05
2027-03-01,4.0249999999999915,2026-01-05
2027-04-01,4.0249999999999915,2026-01-05
2027-05-01,4.034999999999997,2026-01-05
2027-06-01,4.039999999999992,2026-01-05
