date,cash_rate,scrape_date
2023-02-01,3.255,2023-02-24
2023-03-01,3.505,2023-02-24
2023-04-01,3.725,2023-02-24
2023-05-01,3.915,2023-02-24
2023-06-01,4.03,2023-02-24
2023-07-01,4.135,2023-02-24
2023-08-01,4.215,2023-02-24
2023-09-01,4.24,2023-02-24
2023-10-01,4.245,2023-02-24
2023-11-01,4.25,2023-02-24
2023-12-01,4.23,2023-02-24
2024-01-01,4.225,2023-02-24
2024-02-01,4.195,2023-02-24
2024-03-01,4.16,2023-02-24
2024-04-01,4.11,2023-02-24
2024-05-01,4.065,2023-02-24
2024-06-01,4.01,2023-02-24
2024-07-01,3.95,2023-02-24
