dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-12-29,2025-12-10,2025-12-09,96.405,96.4,0.0049999999999954525,0.005186721991696527,0,0,96.405,97.19,96.4,96.405,96.405,2000,2000,895208763,IBZ2025,2025-12-01,2025-12-09,2025-12-10T05:11:14Z,3.594999999999999
2026-01-28,2025-12-09,2025-12-09,96.405,96.4,0,0,0,0,96.405,97.105,96.395,96.405,96.405,100,100,919010878,IBF2026,2026-01-01,2025-12-09,2025-12-10T05:11:14Z,3.594999999999999
2026-02-25,2025-12-10,2025-12-09,96.325,96.32000000000001,-0.07500000000000284,-0.07780082987552162,-0.015,-0.016,96.325,97.065,96.325,96.325,96.34,588,693,928464846,IBG2026,2026-02-01,2025-12-09,2025-12-10T05:11:14Z,3.674999999999997
2026-03-29,2025-12-10,2025-12-09,96.315,96.29,-0.10999999999999943,-0.11410788381742679,-0.025,-0.026000000000000002,96.29,97.105,96.34,96.29,96.315,93,596,935346173,IBH2026,2026-03-01,2025-12-09,2025-12-10T05:11:14Z,3.7099999999999937
2026-04-28,2025-12-10,2025-12-09,96.29,96.265,-0.14499999999999602,-0.15040713655930296,-0.02,-0.021,96.26,96.925,96.295,96.26,96.28,152,650,941648808,IBJ2026,2026-04-01,2025-12-09,2025-12-10T05:11:14Z,3.739999999999995
2026-05-27,2025-12-09,2025-12-09,96.19,96.175,-0.23499999999999943,-0.24378857824575906,-0.04,-0.042,96.16,97.015,96.21000000000001,96.16,96.2,5,5,949242588,IBK2026,2026-05-01,2025-12-09,2025-12-10T05:11:14Z,3.8400000000000034
2026-06-28,2025-12-09,2025-12-09,96.155,96.135,-0.10999999999999943,-0.11415525114155192,-0.01,-0.01,96.25,96.97500000000001,96.25,96.25,96.15,16,26,955528239,IBM2026,2026-06-01,2025-12-09,2025-12-10T05:11:14Z,3.75
2026-07-29,2025-12-09,2025-12-09,96.12,96.09,-0.25,-0.2595380223202699,-0.04,-0.042,96.075,NA,NA,96.075,96.11500000000001,50,50,962344067,IBN2026,2026-07-01,2025-12-09,2025-12-10T05:11:14Z,3.924999999999997
2026-08-29,2025-12-09,2025-12-09,96.045,96.015,-0.22500000000000853,-0.23366912451968896,-0.105,-0.109,96.065,96.15,96.065,96.065,96.06,200,200,969160575,IBQ2026,2026-08-01,2025-12-09,2025-12-10T05:11:14Z,3.9350000000000023
2026-09-28,2025-12-09,2025-12-09,96.005,95.97500000000001,-0.24499999999999034,-0.25449257297183997,-0.11,-0.114,96.025,96.86500000000001,96.025,96.025,96.025,100,100,976225343,IBU2026,2026-09-01,2025-12-09,2025-12-10T05:11:14Z,3.9749999999999943
2026-10-28,2025-12-09,2025-12-09,95.97,95.94,-0.17499999999999716,-0.18183707398170945,-0.05,-0.052000000000000005,96.065,96.86500000000001,96.065,96.065,96.005,100,100,983956682,IBV2026,2026-10-01,2025-12-09,2025-12-10T05:11:14Z,3.9350000000000023
2026-11-28,2025-12-09,2025-12-09,95.925,95.895,-0.17499999999999716,-0.18191268191267895,-0.055,-0.057,96.025,96.86500000000001,96.025,96.025,95.96000000000001,100,100,990482019,IBX2026,2026-11-01,2025-12-09,2025-12-10T05:11:14Z,3.9749999999999943
2026-12-29,2025-11-04,2025-12-09,95.905,95.875,0.375,0.3898736809273795,0.005,0.005,96.56,96.86500000000001,96.56,96.56,95.94500000000001,0,0,996839036,IBZ2026,2026-12-01,2025-12-09,2025-12-10T05:11:14Z,4.054999999999993
2027-01-27,NA,2025-12-09,95.9,95.87,NA,0,NA,NA,NA,NA,NA,NA,95.94,0,0,1004041830,IBF2027,2027-01-01,2025-12-09,2025-12-10T05:11:14Z,NA
2027-02-24,NA,2025-12-09,95.88,95.85000000000001,NA,0,NA,NA,NA,NA,NA,NA,95.93,0,0,1010033436,IBG2027,2027-02-01,2025-12-09,2025-12-10T05:11:14Z,NA
2027-03-29,NA,2025-12-09,95.87,95.84,NA,0,NA,NA,NA,NA,NA,NA,95.92,0,0,1016946091,IBH2027,2027-03-01,2025-12-09,2025-12-10T05:11:14Z,NA
2027-04-28,NA,2025-12-09,95.855,95.825,NA,0,NA,NA,NA,NA,NA,NA,95.915,0,0,1026315950,IBJ2027,2027-04-01,2025-12-09,2025-12-10T05:11:14Z,NA
2027-05-29,NA,2025-12-09,95.845,95.815,NA,0,NA,NA,NA,NA,NA,NA,95.905,0,0,1033478754,IBK2027,2027-05-01,2025-12-09,2025-12-10T05:11:14Z,NA
