date,cash_rate,scrape_date
2024-07-01,4.334999999999994,2024-07-31
2024-08-01,4.329999999999998,2024-07-31
2024-09-01,4.325000000000003,2024-07-31
2024-10-01,4.310000000000002,2024-07-31
2024-11-01,4.2549999999999955,2024-07-31
2024-12-01,4.194999999999993,2024-07-31
2025-01-01,4.189999999999998,2024-07-31
2025-02-01,4.144999999999996,2024-07-31
2025-03-01,4.069999999999993,2024-07-31
2025-04-01,3.9749999999999943,2024-07-31
2025-05-01,3.9299999999999926,2024-07-31
2025-06-01,3.8499999999999943,2024-07-31
2025-07-01,3.819999999999993,2024-07-31
2025-08-01,3.7650000000000006,2024-07-31
2025-09-01,3.7349999999999994,2024-07-31
2025-10-01,3.674999999999997,2024-07-31
2025-11-01,3.6299999999999955,2024-07-31
2025-12-01,3.5900000000000034,2024-07-31
