date,cash_rate,scrape_date
2025-01-01,4.334999999999994,2025-01-06
2025-02-01,4.2749999999999915,2025-01-06
2025-03-01,4.174999999999997,2025-01-06
2025-04-01,4.039999999999992,2025-01-06
2025-05-01,3.980000000000004,2025-01-06
2025-06-01,3.8700000000000045,2025-01-06
2025-07-01,3.8349999999999937,2025-01-06
2025-08-01,3.769999999999996,2025-01-06
2025-09-01,3.730000000000004,2025-01-06
2025-10-01,3.6700000000000017,2025-01-06
2025-11-01,3.6299999999999955,2025-01-06
2025-12-01,3.594999999999999,2025-01-06
2026-01-01,3.5849999999999937,2025-01-06
2026-02-01,3.569999999999993,2025-01-06
2026-03-01,3.5649999999999977,2025-01-06
2026-04-01,3.5649999999999977,2025-01-06
2026-05-01,3.569999999999993,2025-01-06
2026-06-01,3.575000000000003,2025-01-06
