date,cash_rate,scrape_date
2022-09-01,2.205,2022-09-15
2022-10-01,2.64,2022-09-15
2022-11-01,3.025,2022-09-15
2022-12-01,3.24,2022-09-15
2023-01-01,3.295,2022-09-15
2023-02-01,3.43,2022-09-15
2023-03-01,3.585,2022-09-15
2023-04-01,3.705,2022-09-15
2023-05-01,3.735,2022-09-15
2023-06-01,3.73,2022-09-15
2023-07-01,3.735,2022-09-15
2023-08-01,3.72,2022-09-15
2023-09-01,3.71,2022-09-15
2023-10-01,3.68,2022-09-15
2023-11-01,3.655,2022-09-15
2023-12-01,3.615,2022-09-15
2024-01-01,3.61,2022-09-15
2024-02-01,3.59,2022-09-15
