date,cash_rate,scrape_date
2024-11-01,4.329999999999998,2024-11-01
2024-12-01,4.310000000000002,2024-11-01
2025-01-01,4.299999999999997,2024-11-01
2025-02-01,4.259999999999991,2024-11-01
2025-03-01,4.219999999999999,2024-11-01
2025-04-01,4.159999999999997,2024-11-01
2025-05-01,4.125,2024-11-01
2025-06-01,4.064999999999998,2024-11-01
2025-07-01,4.0249999999999915,2024-11-01
2025-08-01,3.969999999999999,2024-11-01
2025-09-01,3.9399999999999977,2024-11-01
2025-10-01,3.8999999999999915,2024-11-01
2025-11-01,3.855000000000004,2024-11-01
2025-12-01,3.819999999999993,2024-11-01
2026-01-01,3.8049999999999926,2024-11-01
2026-02-01,3.769999999999996,2024-11-01
2026-03-01,3.75,2024-11-01
2026-04-01,3.730000000000004,2024-11-01
