date,cash_rate,scrape_date
2025-06-01,3.8349999999999937,2025-06-03
2025-07-01,3.6899999999999977,2025-06-03
2025-08-01,3.5,2025-06-03
2025-09-01,3.394999999999996,2025-06-03
2025-10-01,3.2749999999999915,2025-06-03
2025-11-01,3.1200000000000045,2025-06-03
2025-12-01,3.0600000000000023,2025-06-03
2026-01-01,3.039999999999992,2025-06-03
2026-02-01,2.9749999999999943,2025-06-03
2026-03-01,2.944999999999993,2025-06-03
2026-04-01,2.9200000000000017,2025-06-03
2026-05-01,2.905000000000001,2025-06-03
2026-06-01,2.8999999999999915,2025-06-03
2026-07-01,2.8999999999999915,2025-06-03
2026-08-01,2.905000000000001,2025-06-03
2026-09-01,2.905000000000001,2025-06-03
2026-10-01,2.9200000000000017,2025-06-03
2026-11-01,2.9350000000000023,2025-06-03
