date,cash_rate,scrape_date
2022-10-01,2.525,2022-10-16
2022-11-01,2.795,2022-10-16
2022-12-01,2.955,2022-10-16
2023-01-01,2.995,2022-10-16
2023-02-01,3.13,2022-10-16
2023-03-01,3.34,2022-10-16
2023-04-01,3.55,2022-10-16
2023-05-01,3.725,2022-10-16
2023-06-01,3.8,2022-10-16
2023-07-01,3.88,2022-10-16
2023-08-01,3.935,2022-10-16
2023-09-01,3.975,2022-10-16
2023-10-01,4.02,2022-10-16
2023-11-01,4.025,2022-10-16
2023-12-01,4.015,2022-10-16
2024-01-01,4.015,2022-10-16
2024-02-01,4.02,2022-10-16
2024-03-01,4,2022-10-16
