date,cash_rate,scrape_date
2023-10-01,4.064999999999998,2023-10-17
2023-11-01,4.144999999999996,2023-10-17
2023-12-01,4.189999999999998,2023-10-17
2024-01-01,4.194999999999993,2023-10-17
2024-02-01,4.239999999999995,2023-10-17
2024-03-01,4.265000000000001,2023-10-17
2024-04-01,4.280000000000001,2023-10-17
2024-05-01,4.280000000000001,2023-10-17
2024-06-01,4.280000000000001,2023-10-17
2024-07-01,4.2749999999999915,2023-10-17
2024-08-01,4.2549999999999955,2023-10-17
2024-09-01,4.2549999999999955,2023-10-17
2024-10-01,4.234999999999999,2023-10-17
2024-11-01,4.215000000000003,2023-10-17
2024-12-01,4.179999999999993,2023-10-17
2025-01-01,4.170000000000002,2023-10-17
2025-02-01,4.144999999999996,2023-10-17
2025-03-01,4.125,2023-10-17
