date,cash_rate,scrape_date
2025-06-01,3.8349999999999937,2025-06-30
2025-07-01,3.6599999999999966,2025-06-30
2025-08-01,3.4849999999999994,2025-06-30
2025-09-01,3.3999999999999915,2025-06-30
2025-10-01,3.289999999999992,2025-06-30
2025-11-01,3.125,2025-06-30
2025-12-01,3.049999999999997,2025-06-30
2026-01-01,3.030000000000001,2025-06-30
2026-02-01,2.950000000000003,2025-06-30
2026-03-01,2.924999999999997,2025-06-30
2026-04-01,2.905000000000001,2025-06-30
2026-05-01,2.884999999999991,2025-06-30
2026-06-01,2.875,2025-06-30
2026-07-01,2.864999999999995,2025-06-30
2026-08-01,2.8700000000000045,2025-06-30
2026-09-01,2.8700000000000045,2025-06-30
2026-10-01,2.8900000000000006,2025-06-30
2026-11-01,2.905000000000001,2025-06-30
