dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-12-29,2025-12-03,2025-12-03,96.41,96.4,0,0,0,0,96.405,97.19,96.4,96.405,96.405,680,680,895208763,IBZ2025,2025-12-01,2025-12-03,2025-12-03T21:17:45Z,3.594999999999999
2026-01-28,2025-12-03,2025-12-03,96.41,96.4,-0.010000000000005116,-0.010371830109428113,0,0,96.405,97.105,96.405,96.405,96.405,11,11,919010878,IBF2026,2026-01-01,2025-12-03,2025-12-03T21:17:45Z,3.594999999999999
2026-02-25,2025-12-03,2025-12-03,96.41,96.385,-0.0049999999999954525,-0.00518618400580381,0,0,96.405,97.065,96.395,96.405,96.405,270,270,928464846,IBG2026,2026-02-01,2025-12-03,2025-12-03T21:17:45Z,3.594999999999999
2026-03-29,2025-12-03,2025-12-03,96.84,96.395,-0.015000000000000568,-0.0155577451641348,-0.01,-0.01,96.4,97.105,96.4,96.4,96.405,53,53,935346173,IBH2026,2026-03-01,2025-12-03,2025-12-03T21:17:45Z,3.5999999999999943
2026-04-28,2025-12-03,2025-12-03,96.415,96.385,-0.010000000000005116,-0.010371830109428113,0,0,96.405,96.925,96.4,96.405,96.4,140,140,941648808,IBJ2026,2026-04-01,2025-12-03,2025-12-03T21:17:45Z,3.594999999999999
2026-05-27,2025-12-03,2025-12-03,96.395,96.345,-0.015000000000000568,-0.015558552017426168,0.015,0.016,96.395,97.015,96.395,96.395,96.37,10,10,949242588,IBK2026,2026-05-01,2025-12-03,2025-12-03T21:17:45Z,3.605000000000004
2026-06-28,2025-12-02,2025-12-03,NA,NA,-0.045000000000001705,-0.046678076863235,0,0,96.36,96.97500000000001,96.36,96.36,96.34,50,50,955528239,IBM2026,2026-06-01,2025-12-03,2025-12-03T21:17:45Z,3.6599999999999966
2026-07-29,NA,2025-12-03,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.325,0,0,962344067,IBN2026,2026-07-01,2025-12-03,2025-12-03T21:17:45Z,NA
2026-08-29,NA,2025-12-03,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.29,0,0,969160575,IBQ2026,2026-08-01,2025-12-03,2025-12-03T21:17:45Z,NA
2026-09-28,2025-11-26,2025-12-03,NA,NA,0,0,-0.12,-0.124,96.39,96.86500000000001,96.39,96.39,96.27,0,0,976225343,IBU2026,2026-09-01,2025-12-03,2025-12-03T21:17:45Z,3.730000000000004
2026-10-28,2025-11-26,2025-12-03,NA,96.15,0,0,-0.14,-0.145,96.36,96.86500000000001,96.36,96.36,96.24000000000001,0,0,983956682,IBV2026,2026-10-01,2025-12-03,2025-12-03T21:17:45Z,3.759999999999991
2026-11-28,2025-12-03,2025-12-03,NA,96.15,-0.125,-0.12976901116013495,-0.07,-0.073,96.2,96.86500000000001,96.2,96.2,96.21000000000001,200,200,990482019,IBX2026,2026-11-01,2025-12-03,2025-12-03T21:17:45Z,3.799999999999997
2026-12-29,2025-11-04,2025-12-03,NA,96.15,0.24500000000000455,0.254373669729538,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.185,0,0,996839036,IBZ2026,2026-12-01,2025-12-03,2025-12-03T21:17:45Z,3.8149999999999977
2027-01-27,NA,2025-12-03,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.175,0,0,1004041830,IBF2027,2027-01-01,2025-12-03,2025-12-03T21:17:45Z,NA
2027-02-24,NA,2025-12-03,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.155,0,0,1010033436,IBG2027,2027-02-01,2025-12-03,2025-12-03T21:17:45Z,NA
2027-03-29,NA,2025-12-03,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.14,0,0,1016946091,IBH2027,2027-03-01,2025-12-03,2025-12-03T21:17:45Z,NA
2027-04-28,NA,2025-12-03,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.125,0,0,1026315950,IBJ2027,2027-04-01,2025-12-03,2025-12-03T21:17:45Z,NA
2027-05-29,NA,2025-12-03,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.105,0,0,1033478754,IBK2027,2027-05-01,2025-12-03,2025-12-03T21:17:45Z,NA
