date,cash_rate,scrape_date
2022-11-01,2.8,2022-11-22
2022-12-01,2.985,2022-11-22
2023-01-01,3.02,2022-11-22
2023-02-01,3.195,2022-11-22
2023-03-01,3.345,2022-11-22
2023-04-01,3.46,2022-11-22
2023-05-01,3.575,2022-11-22
2023-06-01,3.63,2022-11-22
2023-07-01,3.695,2022-11-22
2023-08-01,3.75,2022-11-22
2023-09-01,3.79,2022-11-22
2023-10-01,3.805,2022-11-22
2023-11-01,3.81,2022-11-22
2023-12-01,3.795,2022-11-22
2024-01-01,3.79,2022-11-22
2024-02-01,3.785,2022-11-22
2024-03-01,3.765,2022-11-22
2024-04-01,3.73,2022-11-22
