date,cash_rate,scrape_date
2023-01-01,3.065,2023-01-11
2023-02-01,3.21,2023-01-11
2023-03-01,3.375,2023-01-11
2023-04-01,3.495,2023-01-11
2023-05-01,3.595,2023-01-11
2023-06-01,3.665,2023-01-11
2023-07-01,3.755,2023-01-11
2023-08-01,3.84,2023-01-11
2023-09-01,3.865,2023-01-11
2023-10-01,3.865,2023-01-11
2023-11-01,3.87,2023-01-11
2023-12-01,3.84,2023-01-11
2024-01-01,3.83,2023-01-11
2024-02-01,3.805,2023-01-11
2024-03-01,3.765,2023-01-11
2024-04-01,3.715,2023-01-11
2024-05-01,3.68,2023-01-11
2024-06-01,3.59,2023-01-11
