date,cash_rate,scrape_date
2024-03-01,4.314999999999998,2024-03-19
2024-04-01,4.314999999999998,2024-03-19
2024-05-01,4.284999999999997,2024-03-19
2024-06-01,4.2450000000000045,2024-03-19
2024-07-01,4.204999999999998,2024-03-19
2024-08-01,4.1299999999999955,2024-03-19
2024-09-01,4.099999999999994,2024-03-19
2024-10-01,4.049999999999997,2024-03-19
2024-11-01,3.9650000000000034,2024-03-19
2024-12-01,3.905000000000001,2024-03-19
2025-01-01,3.884999999999991,2024-03-19
2025-02-01,3.825000000000003,2024-03-19
2025-03-01,3.7950000000000017,2024-03-19
2025-04-01,3.759999999999991,2024-03-19
2025-05-01,3.719999999999999,2024-03-19
2025-06-01,3.694999999999993,2024-03-19
2025-07-01,3.6700000000000017,2024-03-19
2025-08-01,3.634999999999991,2024-03-19
