date,cash_rate,scrape_date
2023-04-01,3.565,2023-04-26
2023-05-01,3.64,2023-04-26
2023-06-01,3.69,2023-04-26
2023-07-01,3.735,2023-04-26
2023-08-01,3.785,2023-04-26
2023-09-01,3.79,2023-04-26
2023-10-01,3.76,2023-04-26
2023-11-01,3.73,2023-04-26
2023-12-01,3.69,2023-04-26
2024-01-01,3.68,2023-04-26
2024-02-01,3.655,2023-04-26
2024-03-01,3.615,2023-04-26
2024-04-01,3.565,2023-04-26
2024-05-01,3.525,2023-04-26
2024-06-01,3.485,2023-04-26
2024-07-01,3.45,2023-04-26
2024-08-01,3.425,2023-04-26
2024-09-01,3.39,2023-04-26
