date,cash_rate,scrape_date
2022-04-01,0.06,2022-04-26
2022-05-01,0.185,2022-04-26
2022-06-01,0.465,2022-04-26
2022-07-01,0.835,2022-04-26
2022-08-01,1.195,2022-04-26
2022-09-01,1.485,2022-04-26
2022-10-01,1.82,2022-04-26
2022-11-01,2.19,2022-04-26
2022-12-01,2.375,2022-04-26
2023-01-01,2.395,2022-04-26
2023-02-01,2.565,2022-04-26
2023-03-01,2.78,2022-04-26
2023-04-01,2.98,2022-04-26
2023-05-01,3.175,2022-04-26
2023-06-01,3.28,2022-04-26
2023-07-01,3.39,2022-04-26
2023-08-01,3.495,2022-04-26
2023-09-01,3.515,2022-04-26
