date,cash_rate,scrape_date
2022-10-01,2.525,2022-10-12
2022-11-01,2.795,2022-10-12
2022-12-01,2.975,2022-10-12
2023-01-01,3.015,2022-10-12
2023-02-01,3.16,2022-10-12
2023-03-01,3.375,2022-10-12
2023-04-01,3.595,2022-10-12
2023-05-01,3.755,2022-10-12
2023-06-01,3.81,2022-10-12
2023-07-01,3.885,2022-10-12
2023-08-01,3.92,2022-10-12
2023-09-01,3.95,2022-10-12
2023-10-01,3.98,2022-10-12
2023-11-01,3.98,2022-10-12
2023-12-01,3.97,2022-10-12
2024-01-01,3.97,2022-10-12
2024-02-01,3.97,2022-10-12
2024-03-01,3.955,2022-10-12
