dateExpiry,dateLastTrade,datePreviousSettlement,priceAsk,priceBid,priceChangeFiveDay,priceChangeFiveDayPercent,priceChangeOneDay,priceChangeOneDayPercent,priceContract,priceContractHigh,priceContractLow,priceLastTrade,pricePreviousSettlement,volume,combinedVolume,xid,symbol,date,scrape_date,scrape_time,cash_rate
2025-11-26,2025-11-24,2025-11-26,96.405,96.4,0.0049999999999954525,0.005186721991696527,0,0,96.405,97.125,96.4,96.405,96.405,0,0,888966960,IBX2025,2025-11-01,2025-11-26,2025-11-26T07:56:45Z,3.594999999999999
2025-12-29,2025-11-26,2025-11-26,96.41,96.405,-0.010000000000005116,-0.010371830109428113,-0.005,-0.005,96.405,97.19,96.405,96.405,96.41,10,10,895208763,IBZ2025,2025-12-01,2025-11-26,2025-11-26T07:56:45Z,3.594999999999999
2026-01-28,2025-11-26,2025-11-26,96.415,96.405,0,0,0,0,96.415,97.105,96.41,96.415,96.41,1131,1131,919010878,IBF2026,2026-01-01,2025-11-26,2025-11-26T07:56:45Z,3.5849999999999937
2026-02-25,2025-11-26,2025-11-26,96.42,96.415,-0.06499999999999773,-0.0673749676081863,-0.05,-0.052000000000000005,96.41,97.065,96.41,96.41,96.415,792,792,928464846,IBG2026,2026-02-01,2025-11-26,2025-11-26T07:56:45Z,3.5900000000000034
2026-03-29,2025-11-26,2025-11-26,96.98,NA,-0.08499999999999375,-0.08808290155439767,-0.05,-0.052000000000000005,96.415,97.105,96.41,96.415,96.415,290,290,935346173,IBH2026,2026-03-01,2025-11-26,2025-11-26T07:56:45Z,3.5849999999999937
2026-04-28,2025-11-26,2025-11-26,NA,NA,-0.09999999999999432,-0.10361083769361687,-0.065,-0.067,96.415,96.925,96.415,96.415,96.42,306,306,941648808,IBJ2026,2026-04-01,2025-11-26,2025-11-26T07:56:45Z,3.5849999999999937
2026-05-27,2025-11-26,2025-11-26,97.415,95.415,-0.13500000000000512,-0.13983116681340838,-0.105,-0.109,96.41,97.015,96.41,96.41,96.415,105,105,949242588,IBK2026,2026-05-01,2025-11-26,2025-11-26T07:56:45Z,3.5900000000000034
2026-06-28,2025-11-18,2025-11-26,NA,NA,-0.025000000000005684,-0.025894660521006457,0.02,0.021,96.52,96.97500000000001,96.52,96.52,96.405,0,0,955528239,IBM2026,2026-06-01,2025-11-26,2025-11-26T07:56:45Z,3.594999999999999
2026-07-29,NA,2025-11-26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.395,0,0,962344067,IBN2026,2026-07-01,2025-11-26,2025-11-26T07:56:45Z,NA
2026-08-29,NA,2025-11-26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.395,0,0,969160575,IBQ2026,2026-08-01,2025-11-26,2025-11-26T07:56:45Z,NA
2026-09-28,2025-11-26,2025-11-26,NA,NA,-0.14499999999999602,-0.15020458900916353,-0.12,-0.124,96.39,96.86500000000001,96.39,96.39,96.385,100,100,976225343,IBU2026,2026-09-01,2025-11-26,2025-11-26T07:56:45Z,3.6099999999999994
2026-10-28,2025-11-26,2025-11-26,NA,NA,-0.1700000000000017,-0.176111053558481,-0.14,-0.145,96.36,96.86500000000001,96.36,96.36,96.345,800,800,983956682,IBV2026,2026-10-01,2025-11-26,2025-11-26T07:56:45Z,3.6400000000000006
2026-11-28,2025-11-04,2025-11-26,NA,NA,0.06999999999999318,0.07253134390217923,-0.03,-0.031,96.58,96.86500000000001,96.58,96.58,96.325,0,0,990482019,IBX2026,2026-11-01,2025-11-26,2025-11-26T07:56:45Z,3.674999999999997
2026-12-29,2025-11-04,2025-11-26,NA,NA,0.060000000000002274,0.062176165803111166,0.005,0.005,96.56,96.86500000000001,96.56,96.56,96.315,0,0,996839036,IBZ2026,2026-12-01,2025-11-26,2025-11-26T07:56:45Z,3.6850000000000023
2027-01-27,NA,2025-11-26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.31,0,0,1004041830,IBF2027,2027-01-01,2025-11-26,2025-11-26T07:56:45Z,NA
2027-02-24,NA,2025-11-26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.295,0,0,1010033436,IBG2027,2027-02-01,2025-11-26,2025-11-26T07:56:45Z,NA
2027-03-29,NA,2025-11-26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.28,0,0,1016946091,IBH2027,2027-03-01,2025-11-26,2025-11-26T07:56:45Z,NA
2027-04-28,NA,2025-11-26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,96.265,0,0,1026315950,IBJ2027,2027-04-01,2025-11-26,2025-11-26T07:56:45Z,NA
