date,cash_rate,scrape_date
2023-04-01,3.565,2023-04-19
2023-05-01,3.645,2023-04-19
2023-06-01,3.675,2023-04-19
2023-07-01,3.705,2023-04-19
2023-08-01,3.735,2023-04-19
2023-09-01,3.725,2023-04-19
2023-10-01,3.69,2023-04-19
2023-11-01,3.665,2023-04-19
2023-12-01,3.62,2023-04-19
2024-01-01,3.615,2023-04-19
2024-02-01,3.59,2023-04-19
2024-03-01,3.555,2023-04-19
2024-04-01,3.505,2023-04-19
2024-05-01,3.465,2023-04-19
2024-06-01,3.425,2023-04-19
2024-07-01,3.39,2023-04-19
2024-08-01,3.365,2023-04-19
2024-09-01,3.33,2023-04-19
