date,cash_rate,scrape_date
2022-09-01,2.205,2022-09-17
2022-10-01,2.67,2022-09-17
2022-11-01,3.065,2022-09-17
2022-12-01,3.31,2022-09-17
2023-01-01,3.37,2022-09-17
2023-02-01,3.53,2022-09-17
2023-03-01,3.725,2022-09-17
2023-04-01,3.87,2022-09-17
2023-05-01,3.92,2022-09-17
2023-06-01,3.915,2022-09-17
2023-07-01,3.925,2022-09-17
2023-08-01,3.91,2022-09-17
2023-09-01,3.89,2022-09-17
2023-10-01,3.87,2022-09-17
2023-11-01,3.855,2022-09-17
2023-12-01,3.82,2022-09-17
2024-01-01,3.81,2022-09-17
2024-02-01,3.79,2022-09-17
