date,cash_rate,scrape_date
2022-11-01,2.795,2022-11-11
2022-12-01,2.975,2022-11-11
2023-01-01,3.015,2022-11-11
2023-02-01,3.19,2022-11-11
2023-03-01,3.355,2022-11-11
2023-04-01,3.505,2022-11-11
2023-05-01,3.655,2022-11-11
2023-06-01,3.71,2022-11-11
2023-07-01,3.78,2022-11-11
2023-08-01,3.835,2022-11-11
2023-09-01,3.86,2022-11-11
2023-10-01,3.87,2022-11-11
2023-11-01,3.87,2022-11-11
2023-12-01,3.825,2022-11-11
2024-01-01,3.825,2022-11-11
2024-02-01,3.82,2022-11-11
2024-03-01,3.805,2022-11-11
2024-04-01,3.78,2022-11-11
