date,cash_rate,scrape_date
2026-03-01,3.9599999999999937,2026-03-24
2026-04-01,4.094999999999999,2026-03-24
2026-05-01,4.215000000000003,2026-03-24
2026-06-01,4.289999999999992,2026-03-24
2026-07-01,4.344999999999999,2026-03-24
2026-08-01,4.459999999999994,2026-03-24
2026-09-01,4.530000000000001,2026-03-24
2026-10-01,4.659999999999997,2026-03-24
2026-11-01,4.75,2026-03-24
2026-12-01,4.760000000000005,2026-03-24
2027-01-01,4.765000000000001,2026-03-24
2027-02-01,4.760000000000005,2026-03-24
2027-03-01,4.760000000000005,2026-03-24
2027-04-01,4.7549999999999955,2026-03-24
2027-05-01,4.730000000000004,2026-03-24
2027-06-01,4.719999999999999,2026-03-24
2027-07-01,4.694999999999993,2026-03-24
2027-08-01,4.674999999999997,2026-03-24
