date,cash_rate,scrape_date
2024-01-01,4.314999999999998,2024-01-05
2024-02-01,4.329999999999998,2024-01-05
2024-03-01,4.329999999999998,2024-01-05
2024-04-01,4.310000000000002,2024-01-05
2024-05-01,4.265000000000001,2024-01-05
2024-06-01,4.215000000000003,2024-01-05
2024-07-01,4.164999999999992,2024-01-05
2024-08-01,4.099999999999994,2024-01-05
2024-09-01,4.064999999999998,2024-01-05
2024-10-01,4,2024-01-05
2024-11-01,3.924999999999997,2024-01-05
2024-12-01,3.875,2024-01-05
2025-01-01,3.8599999999999994,2024-01-05
2025-02-01,3.8149999999999977,2024-01-05
2025-03-01,3.7849999999999966,2024-01-05
2025-04-01,3.75,2024-01-05
2025-05-01,3.7049999999999983,2024-01-05
2025-06-01,3.6899999999999977,2024-01-05
